year,name,category,description,url,num_projects,projects_url,contact_email,mailing_list,irc_channel,twitter_url,blog_url,topics,technologies
2020,Apertium,Other,A free/open-source machine translation platform,https://apertium.org,7,https://summerofcode.withgoogle.com/archive/2020/organizations/6269334810263552/,mailto:apertium-contact@lists.sourceforge.net,https://lists.sourceforge.net/lists/listinfo/apertium-stuff,https://wiki.apertium.org/wiki/IRC,,,"natural language processing, machine translation, less-resourced languages","python, c++, xml, bash"
2020,apertus° Association,Media,Open Technology for Professional Film Production,https://www.apertus.org,4,https://summerofcode.withgoogle.com/archive/2020/organizations/6145737898852352/,mailto:team@apertus.org,https://www.apertus.org/mailinglists,https://www.apertus.org/irc-chat,https://twitter.com/ApertusOSCinema,,"vision, camera, image processing, computational photography, digital imaging","linux, c/c++, fpga, vhdl, embedded"
2020,appleseed,Media,A modern open source rendering engine for animation and visual effects,https://appleseedhq.net/,3,https://summerofcode.withgoogle.com/archive/2020/organizations/5459614121852928/,mailto:hello@appleseedhq.net,,https://discord.gg/dNCE5J8,https://twitter.com/appleseedhq,,"simulation, rendering, computer graphics, image synthesis, animation","python, opengl, c++11"
2020,Arduino,Programming languages,Open source electronic prototyping platform,https://arduino.cc,2,https://summerofcode.withgoogle.com/archive/2020/organizations/6264664972853248/,mailto:summer-of-code@arduino.cc,,,https://twitter.com/arduino,https://blog.arduino.cc,"robotics, interactivity, electronics","c/c++, golang, arduino"
2020,ArduPilot,Other,"The world's most versatile, trusted and open autopilot",https://ardupilot.org,5,https://summerofcode.withgoogle.com/archive/2020/organizations/5108253115023360/,mailto:ardupilot.devel@gmail.com,https://discuss.ardupilot.org/c/google-summer-of-code,https://gitter.im/ArduPilot/GSoC,https://twitter.com/ArduPilotTeam,https://discuss.ardupilot.org/c/blog,"robotics, embedded systems, vision, real-time os, drones","python, linux, c/c++, drones, robotics"
2020,BeagleBoard.org,Programming languages,Open hardware community driven single board computers - Linux at the edge,https://beagleboard.org,4,https://summerofcode.withgoogle.com/archive/2020/organizations/5073969981423616/,mailto:gsoc@beagleboard.org,https://beagleboard.org/discuss,https://beagleboard.org/chat,https://twitter.com/beagleboardorg,https://beagleboard.org/blog,"robotics, iot, embedded, teaching, real-time","python, linux, javascript, opencv, tensorflow"
2020,BioGears,Science and medicine,ARA is an employee-owned scientific research and engineering company.,https://www.biogearsengine.com/,2,https://summerofcode.withgoogle.com/archive/2020/organizations/6683736474648576/,mailto:abaird@ara.com,,https://github.com/BioGearsEngine/core/wiki/Getting-access-to-our-IRC-development-channel,,,"computational biology, mathematical software, physiology, pharmacological modeling","python, c/c++, cmake, c++11"
2020,Blender Foundation,Media,We build a free and open source 3D creation suite.,https://www.blender.org,9,https://summerofcode.withgoogle.com/archive/2020/organizations/4852657564418048/,mailto:foundation@blender.org,https://lists.blender.org/mailman/listinfo/bf-committers,https://blender.chat,https://twitter.com/blender_org,https://code.blender.org,"virtual reality, graphics, 3d, animation, artist tools","c, python, opengl, c++, vulkan"
2020,Boost C++,Programming languages,Boost provides free peer-reviewed portable C++ source libraries,http://www.boost.org,9,https://summerofcode.withgoogle.com/archive/2020/organizations/6585514028695552/,mailto:david.bellot@gmail.com,https://www.boost.org/community/groups.html,https://gitter.im/boostorg/home,,,"c++, programming libraries, peer-reviewed libraries, c++ standard","c++, c++11, c++17"
2020,BRL-CAD,Media,"We make solid modeling, 3D printing, & other computer-aided technologies (CAx)",https://brlcad.org,8,https://summerofcode.withgoogle.com/archive/2020/organizations/6396282903461888/,mailto:devs@brlcad.org,https://brlcad.org/wiki/Mailing_Lists,https://brlcad.org/wiki/IRC,http://twitter.com/BRL_CAD,https://brlcad.org/,"data visualization, ray tracing, 3d cad geometry, solid modeling, real-time computer graphics","python, c/c++, opengl, opencl, tcl/tk"
2020,caMicroscope,Science and medicine,Toolkit for cancer imaging research,http://camicroscope.github.io,2,https://summerofcode.withgoogle.com/archive/2020/organizations/5978557471260672/,,https://groups.google.com/forum/#!forum/camicroscope,http://bit.ly/camicroscope,,,"cloud, distributed systems, science and medicine, precision medicine, data integration","python, javascript, java, tensorflow, medical imaging"
2020,Canadian Centre for Computational Genomics,Science and medicine,Analytical solutions for Next-Generation Sequencing data,http://computationalgenomics.ca/,5,https://summerofcode.withgoogle.com/archive/2020/organizations/5106421244362752/,mailto:gsoc@computationalgenomics.ca,https://bitbucket.org/mugqic/gsoc_2020/src/master/mailing_list.md,,https://twitter.com/C3Genomics,,"visualization, bioinformatics, web development, data science, statistics","python, javascript, react, nodejs, r-project"
2020,Casbin,Security,"Authorization library that supports access control models like ACL, RBAC, ABAC",https://casbin.org/,3,https://summerofcode.withgoogle.com/archive/2020/organizations/6587176113930240/,mailto:admin@casbin.org,https://groups.google.com/forum/#!forum/casbin,https://casbin.org/en/help,https://twitter.com/CasbinNews,https://casbin.org/blog/,"security, web, cloud, front-end, authorization","python, javascript, go, react, rust"
2020,Catrobat,Programming languages,Computational thinking for all with free visual coding apps,http://www.catrobat.org,12,https://summerofcode.withgoogle.com/archive/2020/organizations/5707287336845312/,mailto:contact@catrobat.org,http://catrob.at/mailinglist,https://github.com/Catrobat/Catroid#contributing,https://twitter.com/Pocket_Code,,"education, app development, visual programming, creativity tools, gaming","android, java, swift, php, ios"
2020,CCExtractor Development,Media,"Tools to make the world more accessible. ML/AI, Rust, Flutter, peer-to-peer...",https://ccextractor.org/,8,https://summerofcode.withgoogle.com/archive/2020/organizations/5987859833552896/,mailto:gsoc@ccextractor.org,https://groups.google.com/forum/#!forum/ccextractor-dev,https://www.ccextractor.org/public:general:support,,,"linux, ai, vision, media, bittorrent","c, python, rust, flutter, ml"
2020,Ceph Foundation,Other,The Future of Storage,https://ceph.io,4,https://summerofcode.withgoogle.com/archive/2020/organizations/6273779027673088/,mailto:dev@ceph.io,https://ceph.io/irc/,https://ceph.com/irc/,https://twitter.com/Ceph,https://ceph.io/community/blog/,"distributed systems, software defined storage","python, javascript, c/c++, shell script, jenkins"
2020,CERN-HSF,Science and medicine,The umbrella organization for Particle (High-Energy) Physics-related projects,http://hepsoftwarefoundation.org/activities/gsoc.html,34,https://summerofcode.withgoogle.com/archive/2020/organizations/5668658770083840/,mailto:hsf-gsoc-admin@googlegroups.com,https://hepsoftwarefoundation.org/activities/gsoc.html,https://hepsoftwarefoundation.org/activities/gsoc.html#for-students,,,"machine learning, big data, performance optimization, algorithmics, particle physics","python, c/c++, machine learning, data analysis, concurrency"
2020,CGAL Project,Science and medicine,C++ library of computational geometry and geometry processing,https://www.cgal.org,7,https://summerofcode.withgoogle.com/archive/2020/organizations/6008526545092608/,mailto:gsoc-cgal@inria.fr,https://www.cgal.org/mailing_list.html,,,,"computational geometry, mesh processing, arrangement, geometry processing, triangulation","c++, qt, git"
2020,CHAOSS,Other,CHAOSS creates software and metrics to better understand community health,https://chaoss.community/,9,https://summerofcode.withgoogle.com/archive/2020/organizations/6232321151205376/,,https://chaoss.community/participate/,https://chaoss.community/participate/,https://twitter.com/@CHAOSSproj,,"analytics, community health","python, mysql, javascript, elasticsearch, kibana"
2020,Chapel,Programming languages,A Productive Parallel Programming Language,https://chapel-lang.org/,4,https://summerofcode.withgoogle.com/archive/2020/organizations/6722154118250496/,mailto:chapel-gsoc@cray.com,https://chapel-lang.org/developers.html,https://chapel-lang.org/developers.html,https://twitter.com/ChapelLanguage,,"compilers, programming languages, distributed computing, high performance computing, parallel computing","c, python, c++, chapel, high performance computing"
2020,Checker Framework,Programming languages,"Prevent programming errors before they happen, via easy-to-use verification",https://checkerframework.org/,2,https://summerofcode.withgoogle.com/archive/2020/organizations/5983189996142592/,,https://groups.google.com/forum/#!forum/checker-framework-gsoc,,,,"software engineering, verification, bug finding, programmer productivity, type systems",java
2020,Checkstyle,Programming languages,Tool to help programmers write Java code that adheres to a coding standard.,https://checkstyle.org,3,https://summerofcode.withgoogle.com/archive/2020/organizations/4788704964509696/,mailto:checkstyle@googlegroups.com,https://groups.google.com/forum/#!forum/checkstyle-devel,https://gitter.im/checkstyle/checkstyle,https://twitter.com/checkstyle_java,,"static code analysis‎, code review tool, coding standards, coding conventions","java, antlr, xpath"
2020,CircuitVerse.org,Web,Have fun exploring logic circuits right from your browser!,http://circuitverse.org/,4,https://summerofcode.withgoogle.com/archive/2020/organizations/5373782455222272/,mailto:support@circuitverse.org,,https://join.slack.com/t/circuitverse-team/shared_invite/enQtNjc4MzcyNDE5OTA3LTdjYTM5NjFiZWZlZGI2MmU1MmYzYzczNmZlZDg5MjYxYmQ4ODRjMjQxM2UyMWI5ODUzODQzMDU2ZDEzNjI4NmE,https://twitter.com/circuitverse/,,"education, web, simulations, pedagogy, digital logic design","javascript, bootstrap, html5, rails, canvas"
2020,CiviCRM,Data,Open source CRM for nonprofits and civic sector organizations.,https://civicrm.org,4,https://summerofcode.withgoogle.com/archive/2020/organizations/4923749205278720/,mailto:info@civicrm.org,,https://chat.civicrm.org,https://twitter.com/civicrm,https://civicrm.org/blog,"nonprofits, crm","mysql, javascript, php, angularjs"
2020,Cloud Native Computing Foundation (CNCF),Infrastructure and cloud,Building Sustainable Ecosystems for Cloud Native,https://www.cncf.io,17,https://summerofcode.withgoogle.com/archive/2020/organizations/5861737481371648/,mailto:soc@cncf.io,https://github.com/cncf/soc#communication,https://github.com/cncf/soc#communication,https://twitter.com/cloudnativefdn,https://www.cncf.io/newsroom/blog/,"web, cloud, devops, kubernetes, service mesh","rust, golang, kubernetes, cloud, service mesh"
2020,CloudCV,Infrastructure and cloud,Building platforms for reproducible AI research,https://cloudcv.org,3,https://summerofcode.withgoogle.com/archive/2020/organizations/6719687229964288/,mailto:team@cloudcv.org,https://groups.google.com/forum/#!forum/cloudcv,https://gitter.im/Cloud-CV/,https://twitter.com/project_cloudcv,,"machine learning, artificial intelligence, computer vision, deep learning","python, django, docker, aws"
2020,Continuous Delivery Foundation,Infrastructure and cloud,A Neutral Home for the Next Generation of Continuous Delivery Collaboration,https://cd.foundation,3,https://summerofcode.withgoogle.com/archive/2020/organizations/6695549513760768/,mailto:info@cd.foundation,https://lists.cd.foundation/,https://github.com/cdfoundation/soc#communication-channels,https://twitter.com/CDeliveryFdn,https://cd.foundation/news/,"cloud, continuous integration, continuous delivery, devops","tekton, spinnaker, ci/cd, screwdriver"
2020,coreboot,Operating systems,"Fast, secure and flexible OpenSource firmware",https://www.coreboot.org/,2,https://summerofcode.withgoogle.com/archive/2020/organizations/5721709165936640/,mailto:coreboot@coreboot.org,https://doc.coreboot.org/community/forums.html,https://doc.coreboot.org/community/forums.html,https://twitter.com/coreboot_org,https://blogs.coreboot.org/,"hardware, drivers, firmware, boot loader","c, assembly, arm, x86"
2020,Creative Commons,Web,"Nonprofit building a vibrant, collaborative, and global digital commons.",https://opensource.creativecommons.org,5,https://summerofcode.withgoogle.com/archive/2020/organizations/5450793232105472/,,https://opensource.creativecommons.org/community/,https://opensource.creativecommons.org/community/,https://twitter.com/cc_opensource,https://opensource.creativecommons.org/blog/,"web, copyleft, creative commons, legal, nonprofits","python, javascript, django, vue.js, wordpress"
2020,CRIU,Operating systems,Checkpoint/Restore in User-space,https://criu.org,3,https://summerofcode.withgoogle.com/archive/2020/organizations/5765173698101248/,mailto:criu@openvz.org,https://lists.openvz.org/mailman/listinfo/criu,https://gitter.im/save-restore/CRIU,https://twitter.com/__criu__,,"cloud, live migration, snapshots","c, linux, assembly"
2020,Cuneiform Digital Library Initiative (CDLI),Data,International digital library of artifacts inscribed with cuneiform writing,https://cdli.ucla.edu,9,https://summerofcode.withgoogle.com/archive/2020/organizations/5649030769541120/,mailto:epp@ucla.edu,,https://github.com/cdli-gh/Framework/wiki/GSoC-Contact,https://twitter.com/cdli_news,,"computational linguistics, data visualization, web portal, data processing, digitization","mysql, python 3, html, php, css"
2020,Dart,Programming languages,Dart is a client-optimized language for fast apps on any platform.,https://dart.dev/,5,https://summerofcode.withgoogle.com/archive/2020/organizations/5806784012353536/,,https://groups.google.com/forum/#!forum/dart-gsoc,,https://twitter.com/dart_lang,https://medium.com/dartlang,mobile-apps,"flutter, dart, programming-language"
2020,DBpedia,Data,Global and Unified Access to Knowledge.,https://wiki.dbpedia.org/gsoc-2020,7,https://summerofcode.withgoogle.com/archive/2020/organizations/4792495004712960/,mailto:dbpedia@infai.org,,https://dbpedia.slack.com/,https://twitter.com/dbpedia,http://blog.dbpedia.org/,"data science, natural language processing, semantic web, linked data, knowledge graph","python, javascript, java, scala, rdf"
2020,Debian,Operating systems,The Universal Operating System,https://www.debian.org,8,https://summerofcode.withgoogle.com/archive/2020/organizations/6279124282245120/,mailto:outreach@debian.org,https://lists.debian.org/debian-outreach/,https://wiki.debian.org/IRC,https://twitter.com/debian,https://twitter.com/debian,"operating systems, package managers, kernel, packaging","python, javascript, c/c++, git, irc"
2020,Digital Impact Alliance (DIAL) at UN Foundation,Other,"Open source projects for humanitarian work, international development, and peace",https://www.digitalimpactalliance.org,14,https://summerofcode.withgoogle.com/archive/2020/organizations/6465676589400064/,mailto:mentorship@dial.community,http://hub.osc.dial.community,http://hub.osc.dial.community/gsoc,https://twitter.com/@DIAL_Community,https://hub.osc.dial.community/blog,"humanitarian, nonprofit, humanrights, international, global","python, javascript, android, c++, php"
2020,Django Software Foundation,Web,The web framework for perfectionists with deadlines.,https://www.djangoproject.com,2,https://summerofcode.withgoogle.com/archive/2020/organizations/5420240042721280/,mailto:django-developers@googlegroups.com,https://docs.djangoproject.com/en/dev/internals/mailing-lists/#django-developers,https://docs.djangoproject.com/en/dev/internals/contributing/new-contributors/,https://twitter.com/djangoproject/,https://www.djangoproject.com/weblog/,web development,"python, django"
2020,Drupal,Web,Drupal is a Framework/CMS. It's built many of the sites and apps you use daily.,https://www.drupal.org/,1,https://summerofcode.withgoogle.com/archive/2020/organizations/5836893377265664/,mailto:lechleider.matthew@gmail.com,https://groups.drupal.org/google-summer-code,https://www.drupal.org/slack,https://twitter.com/drupal,https://www.drupal.org/planet,"web development, mobile-apps, object oriented programming, cms, apps","javascript, sql, php, symfony, drupal 8"
2020,Eclipse Foundation,Other,"Non-profit, member-driven organization, a community of developers & OSS projects",https://www.eclipse.org/org/foundation/,7,https://summerofcode.withgoogle.com/archive/2020/organizations/4711920076062720/,mailto:emo@eclipse.org,http://soc-dev@eclipse.org,,https://twitter.com/eclipsefdn/,,"robotics, automotive, tools, cloud native java, iot & edge","java, che, deep learning, eclipsejavaide, jakartaee"
2020,Elastic,Data,"We are the creators of Elasticsearch, Kibana, Beats, and Logstash.",https://elastic.co,2,https://summerofcode.withgoogle.com/archive/2020/organizations/4573440532545536/,mailto:community@elastic.co,https://discuss.elastic.co/c/elastic-community-ecosystem/elastic-gsoc/63,https://ela.st/slack,https://twitter.com/elastic,,"security, databases, search, observability","java, react, node.js, golang"
2020,Embox,Operating systems,Modular and configurable OS for embedded applications,http://embox.github.io,2,https://summerofcode.withgoogle.com/archive/2020/organizations/4824946267652096/,,https://groups.google.com/d/forum/embox-devel,https://t.me/embox_chat_en,,,"embedded systems, rtos","c, assembly, gcc"
2020,Erlang Ecosystem Foundation,Programming languages,Supporting the Beam community,http://erlef.org,3,https://summerofcode.withgoogle.com/archive/2020/organizations/4857921046839296/,mailto:eef@erlef.org,https://groups.google.com/forum/#!forum/gsoc-erlef,,https://twitter.com/theerlef,,"instant messaging, distributed systems, language, messaging, soft real-time","erlang, elixir, beam, lfe"
2020,Fedora Project,Operating systems,"Fedora Linux is built on the foundations of Freedom, Friends, Features, & First",https://getfedora.org/,4,https://summerofcode.withgoogle.com/archive/2020/organizations/6477554824773632/,mailto:summer-coding@lists.fedoraproject.org,https://lists.fedoraproject.org/admin/lists/summer-coding@lists.fedoraproject.org,https://webchat.freenode.net/?channels=#fedora-summer-coding,https://twitter.com/fedora,https://communityblog.fedoraproject.org,"web development, linux, containers, mobile, distribution","linux, python 3, web development, rest, linux distribution"
2020,FFmpeg,Media,"A complete, cross-platform solution to record, convert and stream audio & video",https://ffmpeg.org/,5,https://summerofcode.withgoogle.com/archive/2020/organizations/4857919167791104/,,https://ffmpeg.org/contact.html#MailingLists,https://ffmpeg.org/contact.html#IRCChannels,https://twitter.com/ffmpeg,,"audio, video, subtitles, multimedia","c, git, asm"
2020,FOSSology,End user applications,Open Source Compliance with Open Source Software,https://www.fossology.org/,3,https://summerofcode.withgoogle.com/archive/2020/organizations/6163301563629568/,mailto:fossology-steering@fossology.org,https://www.fossology.org/about/contact/,http://fossology.slack.com,,,"compliance, licensing, spdx, license-scan, oss licencing","python, javascript, c/c++, php, twig"
2020,FrameNet Brasil (UFJF),Data,Natural Language Understanding with structured computational semantics,http://www.ufjf.br/framenetbr-eng/,2,https://summerofcode.withgoogle.com/archive/2020/organizations/5699340439388160/,mailto:projeto.framenetbr@ufjf.edu.br,,https://framenetbrgsoc.slack.com/,,,"natural language processing, multimodality, natural language understanding, video processing, multilinguality","python, mysql, javascript, php"
2020,Free and Open Source Silicon Foundation,Other,Free the last nanometer! Open source silicon and EDA tools,https://fossi-foundation.org/,4,https://summerofcode.withgoogle.com/archive/2020/organizations/6376070820921344/,mailto:info@fossi-foundation.org,https://lists.librecores.org/listinfo/discussion,https://gitter.im/librecores/Lobby,https://twitter.com/FossiFoundation,,"fpga, silicon, eda","python, verilog, c++, risc-v"
2020,FreeBSD Project,Operating systems,FreeBSD: The Foundation of the Internet,https://www.freebsd.org/,6,https://summerofcode.withgoogle.com/archive/2020/organizations/5650233226166272/,mailto:soc-admins@FreeBSD.org,https://lists.freebsd.org/mailman/listinfo/freebsd-hackers,https://wiki.freebsd.org/SummerOfCode/IRC,https://twitter.com/freebsd,,"virtualization, operating systems, embedded systems, cloud, kernel","c/c++, llvm, assembly, shell script, make"
2020,FreeType,Media,FreeType is a freely available software library to render fonts.,https://freetype.org,3,https://summerofcode.withgoogle.com/archive/2020/organizations/5205992846917632/,mailto:freetype-devel@nongnu.org,https://www.freetype.org/contact.html,,,,"graphics, library, rendering, fonts, opentype","c, python, gnu make, gnu autotools, fonts"
2020,FRRouting,Other,"Routing suite for *nix platforms including BGP, IS-IS, LDP, OSPF, PIM, and RIP.",https://frrouting.org/,1,https://summerofcode.withgoogle.com/archive/2020/organizations/5039063742021632/,,http://docs.frrouting.org/projects/dev-guide/en/latest/workflow.html#mailing-lists,https://frrouting.github.io/frr-gsoc/,,,"networking, software defined networking, linux, performance, systems programming","c, linux, lua, networking, linux kernel"
2020,GDevelop,Programming languages,The cross-platform game engine designed for everyone.,https://gdevelop-app.com,2,https://summerofcode.withgoogle.com/archive/2020/organizations/5791816890187776/,mailto:compilgames@gmail.com,http://forum.gdevelop-app.com,https://discord.gg/rjdYHvj,http://twitter.com/GDevelopApp,,"compilers, web, graphics, web applications, gaming","javascript, c/c++, react, web development, game development"
2020,Gentoo Foundation,Operating systems,"A highly flexible, source-based Linux distribution",https://gentoo.org,4,https://summerofcode.withgoogle.com/archive/2020/organizations/4837823317803008/,mailto:gentoo-soc@lists.gentoo.org,https://wiki.gentoo.org/wiki/Google_Summer_of_Code/2020/Application_Guidelines,https://wiki.gentoo.org/wiki/Google_Summer_of_Code/2020/Application_Guidelines,https://twitter.com/gentoo,https://planet.gentoo.org,"operating systems, security, embedded, package management, init","python, shell, linux, c/c++, bash"
2020,GeomScale,Science and medicine,Scalable algorithms for geometric statistics,https://geomscale.github.io/,3,https://summerofcode.withgoogle.com/archive/2020/organizations/4606415412396032/,mailto:geomscale@gmail.com,https://groups.google.com/forum/#!forum/geomscale-gsoc,https://gitter.im/GeomScale/community?utm_source=share-link&utm_medium=link&utm_campaign=share-link,,,"biology, statistics, mathematical software, optimization, finance","python, c++, r"
2020,Git,Programming languages,"fast, scalable, distributed revision control system",http://git-scm.com,3,https://summerofcode.withgoogle.com/archive/2020/organizations/5445576591671296/,mailto:git@vger.kernel.org,https://git-scm.com/community,https://git-scm.com/community,,,"version control, dvcs","c, shell script, git"
2020,Global Alliance for Genomics and Health,Science and medicine,We develop open standards and tools for genomics to benefit human health,https://www.ga4gh.org/,4,https://summerofcode.withgoogle.com/archive/2020/organizations/5086080816119808/,mailto:gsoc@ga4gh.org,,,https://twitter.com/ga4gh,https://www.ga4gh.org/news,"web, genomics, bioinformatics, genetics, standards","python, java, mongodb, node.js, spring"
2020,GNOME,End user applications,The elegant and ethical desktop experience,https://www.gnome.org/,14,https://summerofcode.withgoogle.com/archive/2020/organizations/4988908019908608/,,https://mail.gnome.org/mailman/listinfo/desktop-devel-list,https://wiki.gnome.org/Community/GettingInTouch,https://twitter.com/gnome,https://planet.gnome.org,"games, desktop, applications, productivity","c, python, rust, gtk, vala"
2020,GNSS-SDR,Science and medicine,An open source Global Navigation Satellite Systems software-defined receiver.,https://gnss-sdr.org,2,https://summerofcode.withgoogle.com/archive/2020/organizations/5600351610208256/,,https://gnss-sdr.org/about/#mailing-list,,,,"signal processing, gnss, navigation, software defined radio","c++, gnss"
2020,GNU Compiler Collection (GCC),Programming languages,GCC,https://gcc.gnu.org/,2,https://summerofcode.withgoogle.com/archive/2020/organizations/4862862406713344/,mailto:gcc@gcc.gnu.org,https://gcc.gnu.org/lists.html,https://gcc.gnu.org/wiki/GCConIRC,https://twitter.com/gnutools,,"compilers, developer tools, toolchain, openmp","c/c++, gnu make, gnu autotools"
2020,GNU Octave,Programming languages,Free Your Numbers,https://www.octave.org,1,https://summerofcode.withgoogle.com/archive/2020/organizations/4670095013445632/,mailto:octave-maintainers@gnu.org,https://lists.gnu.org/mailman/listinfo/octave-maintainers,https://webchat.freenode.net/?channels=#octave,,http://planet.octave.org/,"mathematics, scientific computing, numerical computation, numerical methods, matlab","c++, hg"
2020,GNU Radio,Other,The Free & Open Software Radio Ecosystem,https://www.gnuradio.org/,1,https://summerofcode.withgoogle.com/archive/2020/organizations/6206096819093504/,,https://wiki.gnuradio.org/index.php/MailingLists,https://slack.gnuradio.org,https://twitter.com/gnuradio,https://www.gnuradio.org/blog/,"signal processing, software defined radio, communication","python, c++, qt"
2020,Godot Engine,Media,Godot is a multi-platform 2D and 3D game engine with a feature-rich editor,https://godotengine.org,6,https://summerofcode.withgoogle.com/archive/2020/organizations/4877284235804672/,mailto:contact@godotengine.org,,https://godotengine.org/community,https://twitter.com/godotengine,https://godotengine.org/news,"graphics, cross-platform, game development","c/c++, opengl, vulkan"
2020,GPAC,Media,C multimedia framework,http://gpac.io,0,https://summerofcode.withgoogle.com/archive/2020/organizations/6028158437949440/,mailto:contact@gpac.io,,,,http://wiki.gpac.io/,"streaming, rendering, multimedia, packaging, interactivity","c, javascript, opengl"
2020,GraphQL Foundation,Data,GraphQL is a fast and efficient query language for APIs.,https://graphql.org,2,https://summerofcode.withgoogle.com/archive/2020/organizations/6354766843609088/,mailto:info@graphql.org,https://lists.foundation.graphql.org,https://slack-invite.graphql.org,https://twitter.com/graphql,https://foundation.graphql.org/news/,"api, data and databases, graphql","javascript, react, node.js, graphql"
2020,Haiku,Operating systems,A desktop operating system written in C++,http://www.haiku-os.org,4,https://summerofcode.withgoogle.com/archive/2020/organizations/5963723224645632/,mailto:haiku@freelists.org,https://www.haiku-os.org/community/ml,https://www.haiku-os.org/community/irc,https://twitter.com/haikuOS,,"virtualization, kernel, network, drivers, filesystem","c++, posix, webkit, unix"
2020,Haskell.org,Programming languages,"Standardized, statically typed, lazy functional programming language",http://haskell.org,12,https://summerofcode.withgoogle.com/archive/2020/organizations/4947391960055808/,mailto:committee@haskell.org,https://mail.haskell.org/mailman/listinfo/haskell-cafe,https://summer.haskell.org/contact.html,https://twitter.com/haskellorg,https://summer.haskell.org/news.html,"education, compilers, haskell, functional programming, build tools","haskell, ghc, cabal, codeworld, servant"
2020,Hazelcast,Data,In-Memory Computing Platform,https://www.hazelcast.org/,2,https://summerofcode.withgoogle.com/archive/2020/organizations/6487112334966784/,,https://summerofcode.withgoogle.com/dashboard/org-admin/org-profile/,https://gitter.im/hazelcast/gsoc,https://twitter.com/hazelcast,https://hazelcast.com/blog/,"in memory data grid, data streaming, stream processing","java, distributed systems"
