year,name,category,description,url,num_projects,projects_url,contact_email,mailing_list,irc_channel,twitter_url,blog_url,topics,technologies
2021,ArduPilot,Other,"The world's most versatile, trusted and open autopilot",https://ardupilot.org,3,https://summerofcode.withgoogle.com/archive/2021/organizations/4848051277004800/,mailto:ardupilot.devel@gmail.com,https://discuss.ardupilot.org/c/google-summer-of-code,https://ardupilot.org/discord,https://twitter.com/ArduPilotTeam,,"robotics, embedded systems, real-time, drones, vison","python, linux, c/c++, drones, robotics"
2021,Audacity,Media,"Free, open source, cross-platform audio software",https://www.audacityteam.org/,2,https://summerofcode.withgoogle.com/archive/2021/organizations/5631107231383552/,mailto:gsoc@audacityteam.org,https://www.audacityteam.org/contact/mailing-lists/,https://discord.gg/QtkZDUEphQ,,https://www.audacityteam.org/posts/,"audio, audio editor, audio analysis, audio processing",c++
2021,BeagleBoard.org Foundation,Programming languages,"Community supported open hardware for makers, innovators and educators",https://beagleboard.org,6,https://summerofcode.withgoogle.com/archive/2021/organizations/5067823478472704/,mailto:support@beagleboard.org,https://bbb.io/gsocml,https://bbb.io/gsocchat,https://twitter.com/beagleboardorg,https://beagleboard.org/blog,"robotics, iot, ai, open hardware, process automation","linux, fpga, arm, risc-v, dsp"
2021,Bench-Routes,End user applications,Bench-routes is an open-source project to analyze performance and monitor APIs.,https://bench-routes.netlify.com,2,https://summerofcode.withgoogle.com/archive/2021/organizations/5764622900002816/,mailto:benchroutes@gmail.com,,https://gitter.im/bench-routes/community,https://twitter.com/BenchRoutes,,"monitoring, web, devops, time-series","react, golang, docker"
2021,Blender Foundation,Media,We build a free and open source 3D creation suite.,http://www.blender.org,8,https://summerofcode.withgoogle.com/archive/2021/organizations/5672605809377280/,mailto:foundation@blender.org,http://projects.blender.org/mailman/listinfo/bf-committers,https://blender.chat/channel/blender-coders,https://twitter.com/blender,http://code.blender.org,"virtual reality, graphics, rendering, 3d tools, 3d animation","c, python, opengl, c++, vulkan"
2021,Boost C++ Libraries,Programming languages,Boost provides free peer-reviewed portable C++ source libraries,https://www.boost.org/,8,https://summerofcode.withgoogle.com/archive/2021/organizations/5123901926932480/,,https://lists.boost.org/mailman/listinfo.cgi/boost,,,,"algorithms, image processing, c++, data structures","c++, c++11, c++14, c++17, c++20"
2021,BRL-CAD,Media,"We do computer graphics, 3D printing, & develop computer-aided tech (CAx)",https://opencax.github.io,6,https://summerofcode.withgoogle.com/archive/2021/organizations/5647022668906496/,mailto:devs@brlcad.org,https://brlcad.org/wiki/Mailing_Lists,https://brlcad.zulipchat.com,http://twitter.com/BRL_CAD,https://www.facebook.com/brlcad/,"visualization, geometry, high performance computing, 2d/3d graphics, ray tracing","python, c/c++, opengl, opencl, scripting"
2021,caMicroscope,Science and medicine,Toolkit for cancer imaging research,http://camicroscope.github.io,5,https://summerofcode.withgoogle.com/archive/2021/organizations/5372385280131072/,,https://groups.google.com/g/camicroscope,http://bit.ly/camicroscope,,,"machine learning, distributed systems, science and medicine, data integration","python, javascript, mongodb, tensorflow, medical imaging"
2021,Casbin,Security,"Authorization library that supports access control models like ACL, RBAC, ABAC",https://casbin.org/,9,https://summerofcode.withgoogle.com/archive/2021/organizations/6199282348064768/,mailto:admin@casbin.org,https://groups.google.com/forum/#!forum/casbin,https://casbin.org/en/help,https://twitter.com/CasbinNews,https://casbin.org/blog/,"security, web, cloud","python, javascript, java, nodejs, golang"
2021,CASTOR,Programming languages,Trustworthy software intensive systems for critical functions.,https://www.castor.kth.se/,2,https://summerofcode.withgoogle.com/archive/2021/organizations/6291016608382976/,mailto:gsoc@castor.kth.se,https://www.castor.kth.se/stay-tuned/,,,,"testing, software analysis, optimization, development, automated program repair","java, scala, bytecode"
2021,CCExtractor Development,Media,Now in Rust,https://ccextractor.org/,9,https://summerofcode.withgoogle.com/archive/2021/organizations/5102272740065280/,mailto:gsoc@ccextractor.org,https://groups.google.com/forum/#!forum/ccextractor-dev,https://www.ccextractor.org/public:general:support,,,"video, subtitles, media, bittorrent","c, python, rust, flutter"
2021,"Center for Research in Open Source Software, UC Santa Cruz",Other,Bridging the Gap Between Student Work and Successful Open Source Projects,http://cross.ucsc.edu,5,https://summerofcode.withgoogle.com/archive/2021/organizations/6311773715562496/,mailto:cross-info@ucsc.edu,,https://gitter.im/uccross/gsoc,https://twitter.com/@cross_ucsc,https://cross.ucsc.edu/news/blog/index.html,"databases, hardware, storage, sensors, callibration","c/c++, robotics, c++17, ceph, arrow"
2021,Ceph,Data,The Future of Storage,https://ceph.io,7,https://summerofcode.withgoogle.com/archive/2021/organizations/6259684285087744/,mailto:dev@ceph.io,https://ceph.io/irc/,https://ceph.io/irc/,https://twitter.com/Ceph,https://ceph.io/community/blog/,"distributed systems, storage","python, javascript, c++, angular, typescript"
2021,CERN-HSF,Science and medicine,The umbrella organization for Particle (High-Energy) Physics-related projects,http://hepsoftwarefoundation.org/activities/gsoc.html,25,https://summerofcode.withgoogle.com/archive/2021/organizations/6240588592054272/,mailto:hsf-gsoc-admin@googlegroups.com,https://hepsoftwarefoundation.org/activities/gsoc.html,https://gitter.im/HSF/HSF-GSoC?utm_source=badge&utm_medium=badge&utm_campaign=pr-badge,,,"machine learning, performance optimization, algorithmics, particle physics, big data science","python, c/c++, data analysis, concurrency, container orchestration"
2021,CGAL Project,Science and medicine,C++ library of computational geometry and geometry processing,https://www.cgal.org,5,https://summerofcode.withgoogle.com/archive/2021/organizations/6538937723518976/,mailto:gsoc-cgal@inria.fr,https://www.cgal.org/mailing_list.html,,https://twitter.com/TheCGALProject,,"geometry, mesh processing, computation geometry, geometry processing","c/c++, qt"
2021,CHAOSS Project,Other,Creating analytics and metrics to help define open source community health.,https://chaoss.community,6,https://summerofcode.withgoogle.com/archive/2021/organizations/5959947107434496/,mailto:elizabeth@chaoss.community,http://chaoss.community/participate/,http://chaoss.community/participate/,https://twitter.com/CHAOSSproj,https://chaoss.community/blog/,"metrics, community, analytics, dependencies, diversity and inclusion","python, elk, vue, nltk, fossology"
2021,Chapel,Programming languages,A Productive Parallel Programming Language,https://chapel-lang.org/,3,https://summerofcode.withgoogle.com/archive/2021/organizations/6086891878744064/,mailto:chapel+info@discoursemail.com,https://chapel-lang.org/developers.html,https://chapel-lang.org/developers.html,https://twitter.com/ChapelLanguage,,"compilers, programming languages, distributed computing, high performance computing, parallel computing","c, python, c++, chapel, high performance computing"
2021,Checkstyle,Programming languages,Tool to help programmers write Java code that adheres to a coding standard.,https://checkstyle.org,2,https://summerofcode.withgoogle.com/archive/2021/organizations/4766383010742272/,mailto:checkstyle@googlegroups.com,https://groups.google.com/forum/#!forum/checkstyle-devel,https://gitter.im/checkstyle/checkstyle,https://twitter.com/checkstyle_java,,"static code analysis‎, code review tool, coding standards, coding conventions","java, antlr"
2021,Chromium,Web,"Fast, seamless, safe, and reliable computing experiences accessible for all.",https://www.chromium.org/,9,https://summerofcode.withgoogle.com/archive/2021/organizations/4857406487527424/,mailto:chromium-gsoc@chromium.org,https://groups.google.com/u/1/a/chromium.org/g/chromium-gsoc,,https://twitter.com/ChromiumDev?s=20,https://blog.chromium.org/,"web, browser, operating-system","python, javascript, java, c++, git"
2021,Cilium,Infrastructure and cloud,"eBPF-based Networking, Security, and Observability",https://cilium.io,3,https://summerofcode.withgoogle.com/archive/2021/organizations/6055505163714560/,,,https://docs.cilium.io/en/latest/community/#slack,https://twitter.com/ciliumproject,https://cilium.io/blog,"networking, kernel, cloud-native","c, linux, go, kubernetes, ebpf"
2021,CircuitVerse.org,Web,Build and learn logic circuits in the cloud!,https://circuitverse.org/,6,https://summerofcode.withgoogle.com/archive/2021/organizations/6293580166987776/,mailto:support@circuitverse.org,,https://circuitverse.org/slack,https://twitter.com/circuitverse,https://blog.circuitverse.org/,"education, web, simulations, pedagogy, digital logic design","javascript, machine learning, rails, canvas, internationalization"
2021,CiviCRM LLC,End user applications,Growing and sustaining relationships,https://civicrm.org,4,https://summerofcode.withgoogle.com/archive/2021/organizations/5667013157978112/,mailto:info@civicrm.org,https://lists.civicrm.org/lists/,https://chat.civicrm.org,https://twitter.com/civicrm,https://civicrm.org/blog,"nonprofit, crm","mysql, php, angular"
2021,CloudCV,Infrastructure and cloud,Building platforms for reproducible AI research,https://cloudcv.org,3,https://summerofcode.withgoogle.com/archive/2021/organizations/5332159690178560/,mailto:team@cloudcv.org,https://groups.google.com/forum/#!forum/cloudcv,https://gitter.im/Cloud-CV/,https://twitter.com/eval_ai,,"machine learning, artificial intelligence, computer vision, deep learning, reinforcement learning","python, django, docker, angular, aws"
2021,CNCF,Infrastructure and cloud,Building sustainable ecosystems for cloud native software,http://cncf.io,16,https://summerofcode.withgoogle.com/archive/2021/organizations/5144170817126400/,mailto:soc@cncf.io,,http://slack.cncf.io,https://twitter.com/cloudnativefdn,,cloud computing,"go, rust, kubernetes"
2021,coala,Programming languages,Linting and Fixing Code for All Languages,https://coala.io,4,https://summerofcode.withgoogle.com/archive/2021/organizations/4904398832009216/,mailto:abhinavkaushlya@gmail.com,https://github.com/coala/coala/wiki/Mailing-Lists,https://coala.io/chat,https://twitter.com/coala_io,https://blog.coala.io,"devops, static code analysis‎, chat","django, haskell, python 3, docker, antlr"
2021,Continuous Delivery Foundation,Programming languages,Open-source community seeking to deliver software with security & speed,https://cd.foundation/projects/,6,https://summerofcode.withgoogle.com/archive/2021/organizations/5349298455183360/,mailto:info@cd.foundation,https://lists.cd.foundation/g/main,https://bit.ly/3bfxmFW,https://twitter.com/CDeliveryFdn,https://cd.foundation/news/blog/,"developer tools, continuous delivery, great developer tooling","jenkins, tekton, spinnaker, ortelius, screwdriver.cd"
2021,CRIU,Operating systems,Checkpoint/Restore in User-space,https://criu.org,3,https://summerofcode.withgoogle.com/archive/2021/organizations/5396163661922304/,mailto:criu@openvz.org,https://lists.openvz.org/mailman/listinfo/criu,,https://twitter.com/__criu__,,"operating systems, containers, live migration, checkpoint-restore","c, python, linux kernel"
2021,Cuneiform Digital Library Initiative (CDLI),Data,International digital library of artifacts inscribed with cuneiform writing,https://cdli.ucla.edu,7,https://summerofcode.withgoogle.com/archive/2021/organizations/5679162177617920/,mailto:cdli+gsoc@ucla.edu,,https://github.com/cdli-gh/Framework/wiki/GSoC-Contact,https://twitter.com/cdli_news,https://cdli-gh.github.io/blog/,"digitization, cultural heritage, nlp","python, mysql, javascript, java, php"
2021,Dart,Programming languages,Dart is a client-optimized language for fast apps on any platform.,https://dart.dev/,3,https://summerofcode.withgoogle.com/archive/2021/organizations/6522063568764928/,,https://groups.google.com/g/dart-gsoc,,https://twitter.com/dart_lang,https://medium.com/dartlang,mobile apps,"flutter, dart, programming-language"
2021,DBpedia,Data,Global and Unified Access to Knowledge Graphs,https://www.dbpedia.org/,10,https://summerofcode.withgoogle.com/archive/2021/organizations/4709350374899712/,mailto:dbpedia@infai.org,https://www.dbpedia.org/community/get-in-touch/,https://dbpedia.slack.com/,https://twitter.com/dbpedia,https://www.dbpedia.org/blog/,"data science, natural language processing, data analytics, knowledge graphs, data extraction","python, javascript, scala, rdf, sparql"
2021,Debian,Operating systems,The Universal Operating System,https://www.debian.org,5,https://summerofcode.withgoogle.com/archive/2021/organizations/5913368723980288/,mailto:outreach@debian.org,https://www.debian.org/MailingLists/,https://wiki.debian.org/IRC,,,"operating systems, packaging, android-sdk, clojure, debian-ci","python, javascript, c/c++, git, irc"
2021,DeepPavlov,Other,Open-source Conversational AI Stack,https://deeppavlov.ai/,3,https://summerofcode.withgoogle.com/archive/2021/organizations/6618455117135872/,mailto:gsoc@deeppavlov.ai,https://mailchi.mp/a570023a6136/news,https://t.me/DeepPavlovDreamDiscussions,https://twitter.com/deeppavlov,https://deeppavlov.ai/blog,"nlp, conversational, agent","python, tensorflow, docker, python deep learning frameworks, pytorch"
2021,"Department of Biomedical Informatics (BMI), Emory University School of Medicine",Science and medicine,Data science and integrative biomedical research to advance healthcare,https://med.emory.edu/departments/biomedical-informatics/,6,https://summerofcode.withgoogle.com/archive/2021/organizations/6515383720214528/,,,http://bit.ly/emory-bmi,https://twitter.com/emorybmi/,,"cloud, distributed systems, science and medicine, data integration, workflows","python, java, tensorflow, medical imaging, deeplearning"
2021,Digital Impact Alliance (DIAL) at UN Foundation,Other,"Open source projects for humanitarian work, international development, and peace",https://www.digitalimpactalliance.org/,12,https://summerofcode.withgoogle.com/archive/2021/organizations/5400186335002624/,mailto:gsoc-admins@dial.community,https://hub.osc.dial.community/gsoc,,https://twitter.com/DIAL_Community,https://digitalimpactalliance.org/what-we-are-learning/blog/,"humanitarian, nonprofit, humanrights, international, global","python, linux, javascript, android, many more"
2021,Django Software Foundation,Web,The web framework for perfectionists with deadlines.,https://www.djangoproject.com/,4,https://summerofcode.withgoogle.com/archive/2021/organizations/6030298738851840/,,https://docs.djangoproject.com/en/dev/internals/mailing-lists/#django-developers,https://docs.djangoproject.com/en/dev/internals/contributing/new-contributors/,https://twitter.com/djangoproject/,https://www.djangoproject.com/weblog/,web development,"python, django"
2021,Elm Tooling,Programming languages,Improving your Elm experience!,https://github.com/elm-tooling?type=source,2,https://summerofcode.withgoogle.com/archive/2021/organizations/5833213695492096/,,,https://elmlang.herokuapp.com/,,,"web, linter, tooling, parser","functional programming, typescript, elm"
2021,FFmpeg,Media,"A complete, cross-platform solution to record, convert and stream audio & video",https://ffmpeg.org/,5,https://summerofcode.withgoogle.com/archive/2021/organizations/6245462977282048/,mailto:ffmpeg-devel@ffmpeg.org,https://ffmpeg.org/contact.html#MailingLists,https://ffmpeg.org/contact.html#IRCChannels,https://twitter.com/ffmpeg,https://ffmpeg.org/,"audio, video, subtitles, multimedia, images","c, assembler"
2021,Fortran-lang,Programming languages,Fortran Programming Language,https://fortran-lang.org,5,https://summerofcode.withgoogle.com/archive/2021/organizations/6542461173760000/,mailto:ondrej@certik.us,https://groups.io/g/fortran-lang,https://fortran-lang.discourse.group/,https://twitter.com/fortranlang,,"science, engineering, numerical computing, libraries, high-performance computing","python, c/c++, llvm, compiler, fortran"
2021,FOSSology,Other,Open Source Compliance with Open Source Tools,https://www.fossology.org/,7,https://summerofcode.withgoogle.com/archive/2021/organizations/5641437164601344/,mailto:fossology@fossology.org,https://www.fossology.org/about/contact/#mailing-lists,https://join.slack.com/t/fossology/shared_invite/enQtNzI0OTEzMTk0MjYzLTYyZWQxNDc0N2JiZGU2YmI3YmI1NjE4NDVjOGYxMTVjNGY3Y2MzZmM1OGZmMWI5NTRjMzJlNjExZGU2N2I5NGY,,,"compliance, licensing, license management","python, postgresql, javascript, c/c++, php"
2021,FrameNet Brasil (UFJF),Data,Natural Language Understanding with structured computational semantics,http://www.ufjf.br/framenetbr-eng/,1,https://summerofcode.withgoogle.com/archive/2021/organizations/6046169112772608/,mailto:projeto.framenetbr@ufjf.edu.br,,https://framenetbrgsoc.slack.com/,https://twitter.com/FrameNetBrasil,,"natural language processing, natural language understanding, multilinguality, multimodal communication","python, mysql, javascript, php"
2021,Free and Open Source Silicon Foundation,Other,Working together to improve the Free and Open Source Silicon ecosystem,https://www.fossi-foundation.org,11,https://summerofcode.withgoogle.com/archive/2021/organizations/6542389937700864/,mailto:gsoc@fossi-foundation.org,https://lists.librecores.org/listinfo/discussion,https://gitter.im/librecores/Lobby,https://twitter.com/fossifoundation,https://fossi-foundation.org/archive,"hardware, debug, web services, simulation, electronic design tools","verilog, risc-v, compiler, web development, jenkins"
2021,FreeBSD Project,Operating systems,FreeBSD: The Foundation of the Internet,https://www.freebsd.org/,5,https://summerofcode.withgoogle.com/archive/2021/organizations/5255426173566976/,mailto:soc-admins@FreeBSD.org,https://lists.freebsd.org/mailman/listinfo/freebsd-hackers,https://wiki.freebsd.org/SummerOfCode/IRC,https://twitter.com/freebsd,,"virtualization, operating systems, embedded systems, cloud, kernel","llvm, assembly, shell script, make, c/c+"
2021,FreeType,Media,A software library to render fonts.,https://www.freetype.org/,1,https://summerofcode.withgoogle.com/archive/2021/organizations/5483147923292160/,,https://www.freetype.org/gsoc.html,,,,"graphics, rendering, fonts, opentype, truetype",c
2021,freifunk,Social and communication,Freifunk is a non-commercial initiative for free and open wireless networks.,https://freifunk.net,7,https://summerofcode.withgoogle.com/archive/2021/organizations/5663378709676032/,mailto:gsoc-org-admins@freifunk.net,https://lists.freifunk.net/mailman/listinfo/wlanware-freifunk.net,https://matrix.to/#/!DmXQbxcSxGYgXDYrBs:bau-ha.us?via=bau-ha.us,https://twitter.com/freifunk,https://blog.freifunk.net,"embedded systems, open hardware, wireless networks, decentralized, federation","python, shell, c/c++, json, rust"
2021,FRRouting,Other,"Routing suite for *nix platforms including BGP, IS-IS, LDP, OSPF, PIM, and RIP",https://frrouting.org/,1,https://summerofcode.withgoogle.com/archive/2021/organizations/5868804143316992/,,http://docs.frrouting.org/projects/dev-guide/en/latest/workflow.html#mailing-lists,https://frrouting.github.io/frr-gsoc/,,,"networking, software defined networking, linux, systems programming, routing","c, linux, networking, linux kernel, routing"
2021,Genome Assembly and Annotation,Science and medicine,We focus on annotating features of genomic sequences and delpoying to users,http://www.ebi.ac.uk,3,https://summerofcode.withgoogle.com/archive/2021/organizations/5794597745197056/,mailto:helpdesk@ensembl.org,,,,http://www.ensembl.info,"genomics, data science, cloud, deep learning, workflows","python, mysql, javascript, rust, pytorch"
2021,Gentoo Foundation,Operating systems,"A flexible, source-based Linux distribution.",http://www.gentoo.org/,2,https://summerofcode.withgoogle.com/archive/2021/organizations/4842426950221824/,mailto:gentoo-soc@lists.gentoo.org,https://wiki.gentoo.org/wiki/Google_Summer_of_Code/2021/Application_Guidelines,https://wiki.gentoo.org/wiki/Google_Summer_of_Code/2021/Application_Guidelines,https://twitter.com/gentoo,http://planet.gentoo.org/,"operating systems, security, automation, embedded, package","python, shell, linux, c/c++, bash"
2021,GeomScale,Science and medicine,Open-source development of scalable algorithms for geometric statistics,https://geomscale.github.io/,5,https://summerofcode.withgoogle.com/archive/2021/organizations/5291444977270784/,mailto:geomscale@gmail.com,https://groups.google.com/g/geomscale-gsoc,https://gitter.im/GeomScale/community,https://twitter.com/GeomScale,https://geomscale.github.io/posts/,"mathematics, data science, computational biology, statistics, computation geometry","python, c++, r, jupyter, github-actions"
2021,GFOSS - Open Technology Alliance,Other,Promote Openness through use and development of Open Standards and Open Source,http://www.gfoss.eu,9,https://summerofcode.withgoogle.com/archive/2021/organizations/5185060013080576/,mailto:info@eellak.gr,https://lists.ellak.gr/gsoc-developers/listinfo.html,https://ellak.gr/wiki/index.php?title=How_to_Join_GSOC_Matrix_Server,https://twitter.com/gfoss_en,http://www.gfoss.eu,"open hardware, python, java, javascript, perl","python, mysql, javascript, perl, python deep learning frameworks"
2021,Git,Programming languages,"fast, scalable, distributed revision control system",http://git-scm.com,2,https://summerofcode.withgoogle.com/archive/2021/organizations/6398200235163648/,mailto:git@vger.kernel.org,https://git-scm.com/community,https://git-scm.com/community,,,"version control, dvcs","shell script, git, c language"
2021,GitLab,Programming languages,A complete DevOps platform delivered as a single application.,https://gitlab.com,4,https://summerofcode.withgoogle.com/archive/2021/organizations/5396515480141824/,,,https://about.gitlab.com/community/contribute/#getting-help,https://twitter.com/gitlab,https://about.gitlab.com/blog/,devops,"ruby, golang, git, ci, devops"
2021,Global Alliance for Genomics and Health,Science and medicine,We develop open standards and tools for genomics to benefit human health,https://ga4gh.org,7,https://summerofcode.withgoogle.com/archive/2021/organizations/4716668999172096/,mailto:gsoc@ga4gh.org,,,https://twitter.com/ga4gh,https://ga4gh.org/news,"genomics, cloud, data discovery, healthcare, data security","python, java, sql, spring, hl7 fhir"
2021,GNOME Foundation,Operating systems,The elegant and ethical desktop experience.,https://gnome.org,12,https://summerofcode.withgoogle.com/archive/2021/organizations/6476318677401600/,mailto:board@gnome.org,https://mail.gnome.org/mailman/listinfo/desktop-devel-list,https://wiki.gnome.org/Community/GettingInTouch/IRC,https://twitter.com/gnome,https://planet.gnome.org,"desktop, operating system, design, end user application, application","c, python, javascript, rust, gtk"
2021,GNSS-SDR,Science and medicine,An open source Global Navigation Satellite Systems Software-Defined Receiver,https://gnss-sdr.org/,1,https://summerofcode.withgoogle.com/archive/2021/organizations/6204387118022656/,,http://lists.sourceforge.net/lists/listinfo/gnss-sdr-developers,,,,"signal processing, gnss, navigation, software defined radio, geospatial","c++11, c++14, c++17, c++20, gnss"
2021,GNU Compiler Collection (GCC),Programming languages,GCC,https://gcc.gnu.org/,3,https://summerofcode.withgoogle.com/archive/2021/organizations/5653860256841728/,mailto:gcc@gcc.gnu.org,https://gcc.gnu.org/lists.html,https://gcc.gnu.org/wiki/GCConIRC,https://twitter.com/gnutools,,"compilers, developer tools, toolchain, openmp, rust","c/c++, gnu make, gnu autotools"
2021,GNU Mailman Project,Social and communication,GNU Mailman is a mailing list manager popular in open source projects.,https://wiki.list.org/DEV/,0,https://summerofcode.withgoogle.com/archive/2021/organizations/5211080233582592/,,https://mail.python.org/mailman3/lists/mailman-developers@python.org,https://wiki.list.org/DEV/Google%20Summer%20of%20Code%202021#Contacting_uss,,,"web, mail","python, django, restful api, sqlalchemy"
2021,GNU Octave,Programming languages,Free Your Numbers,http://www.octave.org,1,https://summerofcode.withgoogle.com/archive/2021/organizations/5764694136061952/,mailto:octave-maintainers@gnu.org,https://lists.gnu.org/mailman/listinfo/octave-maintainers,https://octave.discourse.group/,,https://planet.octave.org/,"mathematics, scientific computing, numerical computation, numerical methods, matlab","c++, hg"
2021,GNU Radio,Science and medicine,A free and open source toolkit for software radio.,https://www.gnuradio.org/,1,https://summerofcode.withgoogle.com/archive/2021/organizations/5786120553496576/,,https://wiki.gnuradio.org/index.php/MailingLists,https://www.gnuradio.org/blog/2020-04-27-moving-to-the-matrix/,https://twitter.com/gnuradio,https://www.gnuradio.org/blog/,"signal processing, software defined radio, communication","python, c++, qt"
2021,Godot Engine,Media,Godot is a multi-platform 2D and 3D game engine with a feature-rich editor,https://godotengine.org,5,https://summerofcode.withgoogle.com/archive/2021/organizations/5744305389436928/,mailto:gsoc@godotengine.org,,https://chat.godotengine.org,https://twitter.com/godotengine,https://godotengine.org/news,"virtual reality, graphics, game engines, cross-platform","opengl, vulkan, c/c+, gdscript"
2021,Google FHIR SDK,Science and medicine,"This work is a partnership between Google, WHO, Ona and other health partners",https://github.com/google/android-fhir,5,https://summerofcode.withgoogle.com/archive/2021/organizations/5675929577193472/,mailto:summer-of-fhir@ona.io,https://company.ona.io/contact/,https://github.com/google/android-fhir,https://twitter.com/onadata,https://corporate.ona.io/blog/,"global health, ai, gis, precision health, enteprise analytics","android, kotlin, sqlite, fhir, materialui"
2021,gprMax,Science and medicine,Software for electromagnetic wave propagation simulation,http://www.gprmax.com,4,https://summerofcode.withgoogle.com/archive/2021/organizations/4979973948964864/,mailto:info@gprmax.com,https://groups.google.com/g/gprmax,http://www.gprmax.com/contact.shtml,https://twitter.com/gprMax_fdtd,,"science, engineering, geophysics, electromagnetics, optimisation","python, cython, cuda, openmp, mpi"
2021,GRR Rapid Response,Security,GRR Rapid Response is an incident response framework for remote live forensics.,https://github.com/google/grr,0,https://summerofcode.withgoogle.com/archive/2021/organizations/5763186065670144/,mailto:grr-soc-2021@google.com,https://grr-doc.readthedocs.io/en/latest/,https://grr-doc.readthedocs.io/en/latest/,,,"computer security, digital forensics","python 3, angular, typescript, materialui, backend"
2021,gVisor,Operating systems,An application kernel for containers that provides efficient defense-in-depth,http://gvisor.dev,1,https://summerofcode.withgoogle.com/archive/2021/organizations/5119642997096448/,,https://groups.google.com/forum/#!forum/gvisor-dev,https://gitter.im/gvisor/community,,https://gvisor.dev/blog/,"virtualization, sandbox, kernel, containers","linux, c/c++, golang, posix"
2021,Haiku,Operating systems,A desktop operating system written in C++,http://www.haiku-os.org,3,https://summerofcode.withgoogle.com/archive/2021/organizations/5748009966501888/,mailto:contact@haiku-inc.org,https://www.haiku-os.org/community/ml,https://www.haiku-os.org/community/irc,https://twitter.com/haikuos?lang=en,https://www.haiku-os.org/blog/,"web, desktop, graphics, network, media","c++, posix, bsd unix, virtualization"
