year,name,category,description,url,num_projects,projects_url,contact_email,mailing_list,irc_channel,twitter_url,blog_url,topics,technologies
2023,X.Org Foundation,Media,"X Window System and related projects (Mesa, DRI, Wayland, etc.)",https://www.x.org,5,https://summerofcode.withgoogle.com/programs/2023/organizations/xorg-foundation,mailto:https://lists.freedesktop.org/mailman/listinfo/dri-devel,,https://webchat.oftc.net/?channels=#dri-devel,https://twitter.com/XOrgFoundation,https://planet.freedesktop.org/,"graphics, kernel, drivers","opengl, vulkan, x11, wayland, DRM"
2023,CERN-HSF,Science and medicine,Umbrella for Particle Physics-related projects,http://hepsoftwarefoundation.org/activities/gsoc.html,16,https://summerofcode.withgoogle.com/programs/2023/organizations/cern-hsf,mailto:hsf-gsoc-admin@googlegroups.com,,,https://twitter.com/hepsoftfound,,"machine learning, big data, algorithmics, particle physics, Performance Optimisation","python, c/c++, data analysis, artificial intelligence, container orchestration"
2023,Zulip,End user applications,Modern team chat app designed for efficiency.,https://zulip.com/,13,https://summerofcode.withgoogle.com/programs/2023/organizations/zulip,,,https://chat.zulip.org/,https://twitter.com/zulip,,"great developer tooling, visual design, teaching quality codebase, team chat, integrations","python, django, css, typescript, electron"
2023,INCF,Science and medicine,An open & FAIR neuroscience standards organization,https://www.incf.org,22,https://summerofcode.withgoogle.com/programs/2023/organizations/incf,mailto:gsoc@incf.org,,,https://twitter.com/INCForg,,"machine learning, data visualization, neuroscience, brain modelling, neuroimage processing","python, javascript, java, c++, gpu"
2023,Chromium,Operating systems,"Fast, seamless, safe, and reliable web for all",https://chromium.org,17,https://summerofcode.withgoogle.com/programs/2023/organizations/chromium-lj,,https://www.chromium.org/developers/technical-discussion-groups/,,https://twitter.com/ChromiumDev,https://blog.chromium.org/,"web, browser, operating-system","python, javascript, java, c++, git"
2023,VideoLAN,End user applications,Open Source Multimedia for everyone!,https://www.videolan.org,10,https://summerofcode.withgoogle.com/programs/2023/organizations/videolan,mailto:videolan@videolan.org,,#videolan on Libera.chat,https://twitter.com/videolan,,"audio, streaming, video, codecs, media database","c, c++, qt, assembly, video"
2023,Python Software Foundation,Science and medicine,A programming language used for science & more,https://python-gsoc.org/,22,https://summerofcode.withgoogle.com/programs/2023/organizations/python-software-foundation,,https://mail.python.org/mailman/listinfo/gsoc-general,https://python-gsoc.org/index.html#contact,,https://blogs.python-gsoc.org/en/,"security, visualization, compiler, modeling, Backup","python, javascript, c++, SBOM"
2023,Cockpit Project,Operating systems,Cockpit is an interactive server admin interface,https://cockpit-project.org/,2,https://summerofcode.withgoogle.com/programs/2023/organizations/cockpit-project,mailto:mmarusak@redhat.com,,https://www.irccloud.com/irc/libera.chat/channel/cockpit,https://twitter.com/cockpitproject/,,"operating systems, web, linux","python, javascript, react"
2023,CNCF,Data,Building sustainable ecosystems for cloud native,https://cncf.io,14,https://summerofcode.withgoogle.com/programs/2023/organizations/cncf,mailto:soc@cncf.io,https://github.com/cncf/mentoring/discussions,,https://twitter.com/cloudnativefdn,,"cloud, cloud native, observability","prometheus, kubernetes, OpenTelemetry, envoy"
2023,Rizin,Security,Rizin reverse engineering framework and toolset,https://rizin.re,1,https://summerofcode.withgoogle.com/programs/2023/organizations/rizin,mailto:gsoc@rizin.re,,https://im.rizin.re,https://twitter.com/rizinorg,,"reverse engineering, computer security, debugging, emulation, disassembly","c, python, go, c++, qt"
2023,Unikraft,Operating systems,A Fast and Secure Unikernel SDK,https://unikraft.org/,4,https://summerofcode.withgoogle.com/programs/2023/organizations/unikraft,,https://github.com/unikraft/unikraft/discussions,https://bit.ly/UnikraftDiscord,https://twitter.com/unikraftsdk,,"virtualization, cloud, software reuse, software configurability","c, xen, golang, kvm, assembly language"
2023,Haiku,Operating systems,Operating system that targets personal computing.,https://www.haiku-os.org,3,https://summerofcode.withgoogle.com/programs/2023/organizations/haiku,,https://www.haiku-os.org/community/ml,https://www.haiku-os.org/community/irc,,https://www.haiku-os.org/blog/,"desktop, kernel, network, media, gui","c++, posix, unix"
2023,National Resource for Network Biology (NRNB),Science and medicine,Developing open source tools for network biology,https://nrnb.org/gsoc.html,8,https://summerofcode.withgoogle.com/programs/2023/organizations/national-resource-for-network-biology-nrnb,mailto:alex.pico@gladstone.ucsf.edu,https://groups.google.com/g/cytoscape-helpdesk,https://github.com/nrnb/GoogleSummerOfCode/issues,https://twitter.com/cytoscape,,"web application, data science, graphics, scientific computing, network biology","python, javascript, java, xml, r"
2023,Wikimedia Foundation,Web,Brings free educational content to the world,http://wikimediafoundation.org/,9,https://summerofcode.withgoogle.com/programs/2023/organizations/wikimedia-foundation,,,https://wikimedia.zulipchat.com/#narrow/stream/365030-gsoc23-outreachy26/topic/welcome,,,"semantic web, wikipedia, wikimedia, mediawiki, i18n","python, javascript, html, php, css"
2023,The NetBSD Foundation,Operating systems,Of course it runs NetBSD,https://www.NetBSD.org/,2,https://summerofcode.withgoogle.com/programs/2023/organizations/the-netbsd-foundation,,https://www.NetBSD.org/mailinglists/,https://web.libera.chat/#NetBSD-code,https://twitter.com/netbsd,https://blog.NetBSD.org/,"kernel, packaging, userland, unix, bsd","c, shell script, make, unix, bsd"
2023,GNU Radio,Science and medicine,The free & open software radio ecosystem,https://www.gnuradio.org,1,https://summerofcode.withgoogle.com/programs/2023/organizations/gnu-radio,,https://lists.gnu.org/mailman/listinfo/discuss-gnuradio,https://chat.gnuradio.org/#/welcome,https://twitter.com/gnuradio,https://www.gnuradio.org/blog/,"real-time, dsp, communications engineering, cybersecurity, Software-Defined Radio","python, c++, qt, simd"
2023,Jina AI,Data,"Multimodal AI from the community, for everyone",https://jina.ai/,1,https://summerofcode.withgoogle.com/programs/2023/organizations/jina-ai-sb,,,https://slack.jina.ai,https://twitter.com/jinaAI_/,https://jina.ai/news/,"cloud native, neural search, generative AI, Python MLOps Framework, Mulitmodel Data","python, machine learning, microservices, data science, Multimodel AI"
2023,QEMU,Infrastructure and cloud,Open source machine emulator and virtualizer,https://qemu.org/,6,https://summerofcode.withgoogle.com/programs/2023/organizations/qemu,mailto:stefanha@gmail.com,,https://webchat.oftc.net/?channels=qemu-gsoc,,https://qemu.org/blog,"systems programming, kernel, compiler, emulator, hypervisor","c, python, linux, rust"
2023,Synfig,Media,Open-source 2D animation software,https://synfig.org,2,https://summerofcode.withgoogle.com/programs/2023/organizations/synfig,,https://forums.synfig.org/t/gsoc-2022-google-summer-of-code-2022/12986,,https://twitter.com/synfig,https://www.synfig.org/news/,"2d/3d graphics, animation, vector graphics","python, c++, gtk, gtkmm"
2023,OpenVINO Toolkit,Other,Make AI inference faster and easier to deploy!,https://docs.openvino.ai/,5,https://summerofcode.withgoogle.com/programs/2023/organizations/openvino-toolkit,,https://github.com/openvinotoolkit/openvino/discussions,,,https://medium.com/openvino-toolkit,"machine learning, ai, deep learning, neural network, inference","python, c++, x86"
2023,Organic Maps,End user applications,"Offline maps app for tourists, cyclers & hikers",https://organicmaps.app,3,https://summerofcode.withgoogle.com/programs/2023/organizations/organic-maps,mailto:hello@organicmaps.app,https://github.com/organicmaps/organicmaps/issues,https://matrix.to/#/#organicmaps:matrix.org,https://twitter.com/organicmapsapp,https://organicmaps.app/news/,"privacy, maps, navigation, mobile, offline","android, java, c++, ios, OpenStreetMap"
2023,TARDIS RT Collaboration,Science and medicine,Exploring supernovae made easy,https://tardis-sn.github.io,6,https://summerofcode.withgoogle.com/programs/2023/organizations/tardis-rt-collaboration,,,https://gitter.im/tardis-sn/gsoc,https://twitter.com/tardis_sn,,"visualization, big data, simulation, astrophysics","python, numba, numpy, jupyter, pandas"
2023,CircuitVerse.org,Science and medicine,Build and learn logic circuits in the cloud!,http://circuitverse.org/,4,https://summerofcode.withgoogle.com/programs/2023/organizations/circuitverseorg,,https://github.com/CircuitVerse/CircuitVerse/discussions,,https://twitter.com/circuitverse?lang=en,https://blog.circuitverse.org/,"education, web, simulation, pedagogy, digital logic design","javascript, rails, canvas"
2023,Drupal Association,Web,The best open source digital experience platform,https://drupal.org,4,https://summerofcode.withgoogle.com/programs/2023/organizations/drupal-association,,https://groups.drupal.org/google-summer-code,https://www.drupal.org/community/contributor-guide/reference-information/talk/tools/slack,https://twitter.com/drupal,,"web, cloud, DXP, Massive community, Inclusive","mysql, javascript, html, php, symfony"
2023,coreboot,Operating systems,"Fast, secure and flexible BIOS firmware",https://coreboot.org,2,https://summerofcode.withgoogle.com/programs/2023/organizations/coreboot,,coreboot@coreboot.org,https://discord.com/invite/JqT8NM5Zbg,https://firmware.network/coreboot,https://blogs.coreboot.org/,"hardware, drivers, firmware, boot loader, BIOS","c, assembly, arm, x86"
2023,Kiwix,End user applications,Internet content available offline.,https://www.kiwix.org,2,https://summerofcode.withgoogle.com/programs/2023/organizations/kiwix,mailto:contact+gsoc@kiwix.org,,https://join.slack.com/t/kiwixoffline/shared_invite/zt-c5fgl342-VDYtm7fwY6w0BAeBqYxIGg,https://twitter.com/KiwixOffline,,"offline, browser, compression","python, perl, c++, nodejs, kotlin"
2023,CRIU,Operating systems,Chekpoint/Restore for Linux tasks and containers,https://criu.org,3,https://summerofcode.withgoogle.com/programs/2023/organizations/criu,,criu@openvz.org,https://gitter.im/save-restore/CRIU,,,"cloud, containers, Checkpoint/Restore","c, python, linux, go"
2023,Ceph,Data,The Future of Storage,https://ceph.io/en/,3,https://summerofcode.withgoogle.com/programs/2023/organizations/ceph,,https://ceph.io/en/community/connect/,https://join.slack.com/t/ceph-storage/shared_invite/zt-1n8yigss2-yYg099VlTiGMCLIziG_h4Q,https://twitter.com/ceph,https://ceph.io/en/news/blog/,"distributed systems, Software-Defined-Storage","python, javascript, c++"
2023,MariaDB,Data,The fastest growing Open Source Database,https://mariadb.org,5,https://summerofcode.withgoogle.com/programs/2023/organizations/mariadb,,https://mariadb.com/kb/en/mailing-lists/,https://mariadb.zulipchat.com/,,,"Database Engines, SQL Features","python, javascript, c/c++, perl, databases"
2023,Postman,Data,The Future is API-First,https://postman.com,8,https://summerofcode.withgoogle.com/programs/2023/organizations/postman,mailto:gsoc@postman.com,https://community.postman.com/c/open-technology/gsoc/42,,https://twitter.com/getpostman,,"testing, api, automation, documentation, data","javascript, api, openapi, AsyncAPI, JSON Schema"
2023,"Stratosphere Laboratory, Czech Technical University in Prague",Data,Using machine learning and security to help others,https://www.stratosphereips.org/,1,https://summerofcode.withgoogle.com/programs/2023/organizations/stratosphere-laboratory-czech-technical-university-in-prague,mailto:stratosphere@aic.fel.cvut.cz,https://discord.com/invite/zu5HwMFy5C,,https://twitter.com/StratosphereIPS,https://www.stratosphereips.org/blog,"machine learning, network security, Security Defense","python, javascript, redis, flask, docker"
2023,Submitty,End user applications,Homework Autograding and Course Management Tools,https://submitty.org,3,https://summerofcode.withgoogle.com/programs/2023/organizations/submitty,,https://submitty.org/index/contact,https://join.slack.com/t/submitty/shared_invite/enQtMzE1NzgyMzUzNzI5LWZhOGM4NWU4M2U3ZmM2ZmM5NTYwNjk3NTc5Yjg1ZGRlYzU1MjcwYWNkNGYxZjk2YTk3ZmEyODY3MjEyOTc0M2E,https://twitter.com/submitty,,"education, visualization, web, privacy/security, communication","python, postgresql, javascript, c++, php"
2023,OSGeo (Open Source Geospatial Foundation),End user applications,The Open Source Geospatial Foundation,https://www.osgeo.org/,7,https://summerofcode.withgoogle.com/programs/2023/organizations/osgeo-open-source-geospatial-foundation,mailto:gsoc-admin@osgeo.org,https://www.osgeo.org/community/communications/,https://wiki.osgeo.org/wiki/Google_Summer_of_Code_Recommendations_for_Students#How_to_get_in_contact_via_IRC,https://twitter.com/osgeo,,"open science, gis, citizen science, geolocation, mapping","c, python, javascript, java, c++"
2023,Internet Archive,Science and medicine,Universal Access to All Knowledge,http://archive.org,5,https://summerofcode.withgoogle.com/programs/2023/organizations/internet-archive,mailto:info@archive.org,,,https://twitter.com/internetarchive,,"library, media, archiving","python, javascript, go, elasticsearch, hadoop"
2023,libcamera,Media,Provide an open source camera stack for linux,https://libcamera.org,2,https://summerofcode.withgoogle.com/programs/2023/organizations/libcamera,mailto:paul.elder@ideasonboard.com,https://lists.libcamera.org/listinfo/libcamera-devel,https://webchat.oftc.net/?channels=libcamera,,,"camera, image prcessing","c/c++, linux kernel, qt5, gstreamer, v4l2"
2023,CGAL Project,Science and medicine,C++ library of computational geometry,https://www.cgal.org,10,https://summerofcode.withgoogle.com/programs/2023/organizations/cgal-project,mailto:gsoc-cgal@inria.fr,,,,,"geometry, mesh processing, computation geometry, geometry processing","c++, qt"
2023,OWASP Foundation,Security,No more insecure software.,https://owasp.org,11,https://summerofcode.withgoogle.com/programs/2023/organizations/owasp-foundation,mailto:gsoc-admins@owasp.org,https://groups.google.com/g/owasp-gsoc?pli=1,https://owasp.org/slack/invite,https://twitter.com/owasp,,"web, cloud, application security, cybersecurity, DevSecOps","python, javascript, java, ZAP, Juice Shop"
2023,The Linux Foundation,Operating systems,Non-profit consortium fostering growth of Linux,http://www.linuxfoundation.org/,11,https://summerofcode.withgoogle.com/programs/2023/organizations/the-linux-foundation,mailto:till@linux.com,https://wiki.linuxfoundation.org/gsoc/google-summer-code-2023#contact_us,https://wiki.linuxfoundation.org/gsoc/google-summer-code-2023#contact_us,,https://linuxfoundation.org/blog/,"kernel, automotive, printing, iio, zephyr","c, linux, c++, cups, ipp"
2023,Keploy,Programming languages,E2E test generation and mocking toolkit,https://keploy.io,2,https://summerofcode.withgoogle.com/programs/2023/organizations/keploy,mailto:hello@keploy.io,,https://join.slack.com/t/keploy/shared_invite/zt-12rfbvc01-o54cOG0X1G6eVJTuI_orSA,https://twitter.com/Keployio,https://keploy.hashnode.dev/,"API Testing, No code platform, Dev Tool, Functional Testing, Mock and Stubs Generation","java, golang, node, MERN, epbf"
2023,MoveIt,Science and medicine,Moving robots into the future,https://moveit.ros.org,2,https://summerofcode.withgoogle.com/programs/2023/organizations/moveit,mailto:henningkayser@picknik.ai,,,,https://moveit.ros.org/blog/,"robotics, motion planning, trajectory generation, kinematics","ros, c++"
2023,KubeVirt,Infrastructure and cloud,Building a virtualization API for Kubernetes,https://kubevirt.io,1,https://summerofcode.withgoogle.com/programs/2023/organizations/kubevirt,,https://groups.google.com/forum/#!forum/kubevirt-dev,https://kubernetes.slack.com/archives/C0163DT0R8X,https://twitter.com/kubevirt,,"virtualization, containers, kubernetes","golang, grpc"
2023,MetaCall,Programming languages,Simplifying the embedding of programming languages,https://metacall.io,4,https://summerofcode.withgoogle.com/programs/2023/organizations/metacall,mailto:contact@metacall.io,,https://matrix.to/#/#metacall:matrix.org,https://twitter.com/metacallio,,"cloud, polyglot, faas, languages, ffi","python, c++, rust, nodejs, docker"
2023,Mathesar,Data,Webapp providing a UX-first interface to databases,https://mathesar.org/,2,https://summerofcode.withgoogle.com/programs/2023/organizations/mathesar,,https://wiki.mathesar.org/en/community/mailing-lists,https://wiki.mathesar.org/en/community/matrix,https://twitter.com/mathesar_org,,"databases, web, data, nonprofit, self-hosted","python, postgresql, javascript, django, svelte"
2023,The ns-3 Network Simulator Project,Science and medicine,ns-3 is a simulation tool for computer networks.,https://www.nsnam.org,3,https://summerofcode.withgoogle.com/programs/2023/organizations/the-ns-3-network-simulator-project,,https://groups.google.com/g/ns-developers,https://ns-3.zulipchat.com,,,"computer networking, network simulation","python, django, c++"
2023,GNU Image Manipulation Program,End user applications,GIMP is a cross-platform image editor,https://www.gimp.org/,3,https://summerofcode.withgoogle.com/programs/2023/organizations/gnu-image-manipulation-program,,,https://www.gimp.org/discuss.html#irc-matrix,https://twitter.com/zemarmot,https://www.gimp.org/news/,"graphics, design, photography, illustration","c, GEGL"
2023,BeagleBoard.org,Science and medicine,Open hardware computing for educators and makers,https://beagleboard.org,4,https://summerofcode.withgoogle.com/programs/2023/organizations/beagleboardorg,mailto:gsoc@beagleboard.org,https://bbb.io/gsocml,https://bbb.io/gsocchat,https://twitter.com/beagleboardorg,https://beagleboard.org/blog,"robotics, iot, ai, software defined radio, Personal Server","linux, fpga, risc-v, dsp, Zephyr RTOS"
2023,Scalable Parallel Computing Laboratory,Programming languages,High-performance computing for clusters and clouds,https://spcl.inf.ethz.ch/,2,https://summerofcode.withgoogle.com/programs/2023/organizations/scalable-parallel-computing-laboratory,,,https://chat.spcl.inf.ethz.ch/signup_user_complete/?id=6iq1jfforpf9tyhdmffi57zpxw,https://twitter.com/spcl_eth,,"programming languages, high-performance computing, parallel computing, Serverless Computing, faas","python, c++, mpi, aws, Serverless"
2023,Pharo Consortium,Programming languages,Modern and innovative programming language,https://pharo.org/,6,https://summerofcode.withgoogle.com/programs/2023/organizations/pharo-consortium,,pharo-users@lists.pharo.org,https://discord.gg/QewZMZa,https://twitter.com/pharoproject,,"compilers, machine learning, programming languages, virtual machines, Modelling","git, smalltalk, roassal, pharo, SUnit"
2023,LibreOffice,End user applications,LibreOffice is a free and open source office suite,https://www.libreoffice.org/,5,https://summerofcode.withgoogle.com/programs/2023/organizations/libreoffice,,https://wiki.documentfoundation.org/Development/Mailing_List,https://wiki.documentfoundation.org/Website/IRC,https://twitter.com/libreoffice,,"office suite, desktop application, end user application","python, java, c++"
2023,GNU Compiler Collection (GCC),Programming languages,GNU compilers,https://gcc.gnu.org/,6,https://summerofcode.withgoogle.com/programs/2023/organizations/gnu-compiler-collection-gcc,,https://gcc.gnu.org/mailman/listinfo/gcc,https://gcc-rust.zulipchat.com/login/,,,"compilers, developer tools, toolchain, openmp, link time optimization","c/c++, gnu make, gnu autotools"
2023,AFLplusplus,Security,State of the art fuzzing for better security,https://aflplus.plus,2,https://summerofcode.withgoogle.com/programs/2023/organizations/aflplusplus,mailto:afl@aflplus.plus,,,https://twitter.com/aflplusplus,,"fuzzing, ci","llvm, rust, fuzzing, qemu"
2023,XWiki,Web,The Advanced Open Source Enterprise Wiki,https://www.xwiki.org/,1,https://summerofcode.withgoogle.com/programs/2023/organizations/xwiki,,https://dev.xwiki.org/xwiki/bin/view/Community/Discuss,https://dev.xwiki.org/xwiki/bin/view/Community/Chat,,https://dev.xwiki.org/xwiki/bin/view/Community/Discuss#HForum,"web development, wiki, platform, web applications, structured data","javascript, java, html5, css3, velocity"
2023,UC OSPO,Science and medicine,Amplifying Research Impact through Open Source,https://ospo.ucsc.edu/osre,14,https://summerofcode.withgoogle.com/programs/2023/organizations/uc-ospo,mailto:ospo-info-group@ucsc.edu,,https://app.gitter.im/#/room/#uc_ospo-osre_community:gitter.im,https://twitter.com/UC_OSPO,,"hardware, data science, reproducibility, storage systems, data management","python, c/c++, visualization, VLSI, ros/gazebo"
2023,Git,Programming languages,"Fast,Scalable,Distributed revision control system",https://git-scm.com/,2,https://summerofcode.withgoogle.com/programs/2023/organizations/git,mailto:git@vger.kernel.org,https://git-scm.com/community,https://git-scm.com/community,,,"version control, dvcs","shell script, git, c language"
2023,GRAME,Programming languages,Domain specific language for audio,https://faust.grame.fr,2,https://summerofcode.withgoogle.com/programs/2023/organizations/grame,mailto:research@grame.fr,https://faust.grame.fr/community/help/,https://faustaudio.slack.com,,https://github.com/grame-cncm/faustideas/wiki,"audio, compiler, digital signal processing, function programming language","c, python, javascript, c++, typescript"
2023,openSUSE Project,Operating systems,"Makers' choice for sysadmins, developers & users",https://get.opensuse.org/,8,https://summerofcode.withgoogle.com/programs/2023/organizations/opensuse-project,mailto:ddemaio@opensuse.org,https://lists.opensuse.org/archives/list/factory@lists.opensuse.org/,https://discord.com/invite/opensuse,https://twitter.com/openSUSE,,"AIML, operating system developer tools, containers kubernetes, Security Cryptography, licensing & software quality QA","python, ruby, perl, rust, reactjs javascript"
2023,MIT App Inventor,Other,Anyone can build apps with global impact.,http://appinventor.mit.edu,6,https://summerofcode.withgoogle.com/programs/2023/organizations/mit-app-inventor,,https://community.appinventor.mit.edu,,,https://appinventor.mit.edu/explore/blog,"education, development tools, android, ios","javascript, java, gwt, swift"
2023,Blender Foundation,End user applications,The Freedom to Create,https://www.blender.org,5,https://summerofcode.withgoogle.com/programs/2023/organizations/blender-foundation,,https://devtalk.blender.org/c/blender/summer-of-code/15,,,https://devtalk.blender.org/c/blender/summer-of-code/15,"games, graphics, 3d, rendering, animation","c, python, opengl, c++, vulkan"
2023,Red Hen Lab,Data,Research on Multimodal Communication,http://www.redhenlab.org,5,https://summerofcode.withgoogle.com/programs/2023/organizations/red-hen-lab,mailto:redhenlab@gmail.com,,,https://twitter.com/redhenlab,,"data science, media, language, multimodal communication, gesture","python, machine learning, computer vision, nlp, data science"
2023,Global Alliance for Genomics and Health,Science and medicine,We develop genomics tools to benefit human health,https://ga4gh.org,7,https://summerofcode.withgoogle.com/programs/2023/organizations/global-alliance-for-genomics-and-health,mailto:gsoc-mentors-2023@ga4gh.org,,,https://twitter.com/ga4gh,,"web, genomics, bioinformatics, genetics, standards","python, postgresql, java, react, rust"
2023,Invesalius,Science and medicine,3D Medical visualization and neuronavigation tool,https://invesalius.github.io/,2,https://summerofcode.withgoogle.com/programs/2023/organizations/invesalius,,https://github.com/invesalius/invesalius3/discussions,,,https://www1.cti.gov.br/pt-br/invesalius/publicacoes,"ehealth, medical imaging, 3D Reconstruction, 3d printing, Neuronavigation","python, cython, numpy, dicom, Vtk"
2023,omegaUp,End user applications,Open CS Education as a catalyst for social change,https://omegaup.org,3,https://summerofcode.withgoogle.com/programs/2023/organizations/omegaup,,,https://discord.gg/AusvEwgx,,,"education, web, cloud, edtech, UX/UI","python, mysql, php, typescript, vue.js"
2023,Purr Data,End user applications,Realtime Audio/Visual Programming Environment,https://www.purrdata.net/,2,https://summerofcode.withgoogle.com/programs/2023/organizations/purr-data,,https://disis.music.vt.edu/listinfo/l2ork-dev,,,,"web, graphics, audio, realtime","c, javascript, html5, Emscripten"
2023,NumFOCUS,Science and medicine,NumFOCUS promotes open source scientific software.,https://numfocus.org,24,https://summerofcode.withgoogle.com/programs/2023/organizations/numfocus,mailto:info@numfocus.org,https://groups.google.com/a/numfocus.org/forum/#!forum/gsoc,,https://twitter.com/NumFOCUS/,,"data science, graphics, scientific computing, numerical computation","python, c++, r, julia"
2023,ArduPilot,Science and medicine,World's most advanced autonomous vehicle software,https://ardupilot.org/,4,https://summerofcode.withgoogle.com/programs/2023/organizations/ardupilot,,https://discuss.ardupilot.org/c/google-summer-of-code/131,https://discord.com/channels/674039678562861068/805671364873682954,https://twitter.com/ardupilotteam?lang=en,,"robotics, Drone, autonomous vehicle, UGV, unmanned vehicle","python, lua, c++, pixhawk"
2023,KDE Community,End user applications,International team developing Open Source software,https://kde.org/,7,https://summerofcode.withgoogle.com/programs/2023/organizations/kde-community,,https://mail.kde.org/mailman/listinfo/kde-devel,https://userbase.kde.org/IRC_Channels,https://twitter.com/kdecommunity,,"education, science, applications, desktop environment","c++, qt, qml, data structures"
2023,Ste||ar group,Science and medicine,Shaping a Scalable Future,http://stellar-group.org/,5,https://summerofcode.withgoogle.com/programs/2023/organizations/stear-group,mailto:https://mail.cct.lsu.edu/mailman/listinfo/hpx-users,,https://github.com/STEllAR-GROUP/hpx/blob/master/.github/SUPPORT.md,,https://github.com/STEllAR-GROUP/hpx,"library, optimization, parallel algorithms, hpx, application","c++, hpc"
2023,OpenCV,Data,++ beneficial uses of computer vision in society,https://opencv.org/,10,https://summerofcode.withgoogle.com/programs/2023/organizations/opencv,,https://groups.google.com/g/opencv-gsoc-2022,,https://twitter.com/opencvlibrary,https://open-cv.slack.com/ssb/redirect,"robotics, computer vision, ai, deep learning","python, c++, deep learning, ai"
2023,mlpack,Science and medicine,"a fast, flexible machine learning library",https://www.mlpack.org,3,https://summerofcode.withgoogle.com/programs/2023/organizations/mlpack,,http://lists.mlpack.org/mailman/listinfo/mlpack,https://www.mlpack.org/community.html#page-chat,,,"machine learning, embedded, ai, deep learning, Neural networks","c++, C++ template metaprogramming"
2023,Qdrant,Data,Vector Search Database for the new AI generation.,https://qdrant.tech,2,https://summerofcode.withgoogle.com/programs/2023/organizations/qdrant,mailto:dev@qdrant.com,,https://qdrant.to/discord,https://twitter.com/qdrant_engine,https://www.linkedin.com/company/qdrant/,"databases, machine learning, Search Engines","python, javascript, rust"
