year,name,category,description,url,num_projects,projects_url,contact_email,mailing_list,irc_channel,twitter_url,blog_url,topics,technologies
2022,Cuneiform Digital Library Initiative (CDLI),Science and medicine,Curating humanity's oldest written sources,https://cdli.ucla.edu,7,https://summerofcode.withgoogle.com/archive/2022/organizations/cuneiform-digital-library-initiative-cdli/,,https://docs.google.com/forms/d/1neaY7d-IGX0Hu_x5kgJpehLnlRp0yx5PqlIMoDIYKJE,https://gitlab.com/cdli/framework/-/wikis/Join-the-Community-and-GSoC-Contact,,https://cdli-gh.github.io/blog/index,"linguistics, History, culture","mysql, javascript, docker, php, SCSS"
2022,Dart,Programming languages,Dart is a client language for apps on any platform,https://dart.dev,3,https://summerofcode.withgoogle.com/archive/2022/organizations/dart/,,https://groups.google.com/g/dart-gsoc,,,https://medium.com/dartlang,"programming languages, mobile apps","flutter, dart"
2022,DBpedia,Science and medicine,Global and Unified Access to Knowledge Graphs.,https://www.dbpedia.org/,4,https://summerofcode.withgoogle.com/archive/2022/organizations/dbpedia/,dbpedia@infai.org,https://forum.dbpedia.org/,https://dbpedia.slack.com/,https://twitter.com/dbpedia,https://www.dbpedia.org/blog/,"natural language processing, semantic web, linked data, knowledge graph, data extraction","python, javascript, java, scala, rdf"
2022,Debian,Operating systems,The Universal Operating System,https://debian.org,2,https://summerofcode.withgoogle.com/archive/2022/organizations/debian/,outreach@debian.org,https://lists.debian.org/debian-outreach,,,https://bits.debian.org/,"web, robotics, graphics, cloud, SDR","c, python, java, ruby, perl"
2022,"Department of Biomedical Informatics, Emory University",Science and medicine,Biomedical research to advance healthcare,https://med.emory.edu/departments/biomedical-informatics/,8,https://summerofcode.withgoogle.com/archive/2022/organizations/department-of-biomedical-informatics-emory-university/,,,http://bit.ly/emory-bmi,https://twitter.com/emorybmi,,"science and medicine, data integration, workflows, radiology, distributed system","python, javascript, java, workflows, dicom"
2022,Django Software Foundation,Web,Web framework for perfectionists with deadlines,https://www.djangoproject.com,2,https://summerofcode.withgoogle.com/archive/2022/organizations/django-software-foundation-8o/,,https://forum.djangoproject.com/c/internals/mentorship/10,,,,"web, python","python, django"
2022,Drupal Association,Web,The best open source digital experience platform,https://drupal.org,3,https://summerofcode.withgoogle.com/archive/2022/organizations/drupal-association/,,https://groups.drupal.org/google-summer-code,https://www.drupal.org/community/contributor-guide/reference-information/talk/tools/slack,,,"web, cloud, DXP, Massive community, Inclusive","mysql, javascript, html, php, symfony"
2022,Eclipse Foundation,Programming languages,The Global Open Source Foundation,https://www.eclipse.org/,5,https://summerofcode.withgoogle.com/archive/2022/organizations/eclipse-foundation/,emo@eclipse-foundation.org,https://dev.eclipse.org/mailman/listinfo/soc-dev,,https://twitter.com/EclipseFdn,,"robotics, automotive, tools, cloud native java, iot & edge","java, che, deeplearning, eclipsejavaide, jakartaee"
2022,Electron,End user applications,Cross-platform desktop apps with web technologies,https://electronjs.org,1,https://summerofcode.withgoogle.com/archive/2022/organizations/electron/,,,https://discord.gg/electronjs,https://twitter.com/electronjs,https://electronjs.org/blog,"desktop, framework, javascript","javascript, node.js, c++, typescript, Chromium"
2022,FFmpeg,Media,"Record, convert and stream audio & video",https://ffmpeg.org/,2,https://summerofcode.withgoogle.com/archive/2022/organizations/ffmpeg/,,http://ffmpeg.org/contact.html#MailingLists,http://ffmpeg.org/contact.html#IRCChannels,,,"audio, video, subtitles, multimedia","c, git, asm"
2022,Flashrom,Operating systems,"Reading, writing, verifying, erasing flash chips",https://www.flashrom.org/,1,https://summerofcode.withgoogle.com/archive/2022/organizations/flashrom/,flashrom@flashrom.org,https://www.flashrom.org/Contact,https://www.flashrom.org/Contact,https://twitter.com/flashrom_org,,"hardware, drivers, firmware, flash chips, low level programming","c, x86, bios, rom, spi"
2022,Forschungszentrum Jülich,Science and medicine,Shaping change: open source for Big Science,https://fz-juelich.de/en,4,https://summerofcode.withgoogle.com/archive/2022/organizations/forschungszentrum-julich/,b.hagemeier@fz-juelich.de,https://github.com/helmholtz-analytics/heat/discussions/919,https://mattermost.hzdr.de/signup_user_complete/?id=3sixwk9okpbzpjyfrhen5jpqfo,,https://github.com/helmholtz-analytics/heat/blob/main/README.md,"neuroscience, data analytics, astrophysics, data-intensive science, earth-system monitoring","python, mpi, high performance computing, pytorch, gpu"
2022,Fortran-lang,Programming languages,High-performance parallel programming language,https://fortran-lang.org,5,https://summerofcode.withgoogle.com/archive/2022/organizations/fortran-lang/,,,https://fortran-lang.discourse.group/,,,"compilers, programming languages, build systems, libraries, Fortran","python, c++, fortran"
2022,FOSSology,Web,Open Source License Compliance by OSS,https://fossology.org,6,https://summerofcode.withgoogle.com/archive/2022/organizations/fossology/,,fossology-devel@fossology.org,https://fossology.slack.com/,,https://fossology.org,"automation, spdx, license compliance, nlp, compliance automation","python, postgresql, c/c++, php, reactjs"
2022,Free and Open Source Silicon Foundation,Other,Working together for Free and Open Source Silicon,https://www.fossi-foundation.org,8,https://summerofcode.withgoogle.com/archive/2022/organizations/free-and-open-source-silicon-foundation/,gsoc@fossi-foundation.org,,https://gitter.im/librecores/Lobby,,,"hardware, debug, web services, simulation, electronic design tools","verilog, risc-v, compiler, web development"
2022,FreeType,Programming languages,FreeType is a software library to render fonts.,https://freetype.org,2,https://summerofcode.withgoogle.com/archive/2022/organizations/freetype/,,freetype-devel@nongnu.org,,,,"library, rendering, fonts, opentype, truetype","c, autotools, meson"
2022,freifunk,Operating systems,Free and open wireless networks,https://freifunk.net/en,8,https://summerofcode.withgoogle.com/archive/2022/organizations/freifunk/,gsoc-org-admins@freifunk.net,,https://matrix.to/#/#freifunk-gsoc2021:bau-ha.us,https://twitter.com/freifunk,https://blog.freifunk.net,"embedded systems, open hardware, routing, wireless networks, federation","c, python, javascript, openwrt, gnu/linux"
2022,FRRouting,Other,"Routing suite including BGP, IS-IS, LDP, OSPF, PIM",https://frrouting.org/,1,https://summerofcode.withgoogle.com/archive/2022/organizations/frrouting/,,https://lists.frrouting.org/listinfo,https://frrouting.org/community/,,,"networking, software defined networking, linux, routing, systems","c, linux, networking, linux kernel, routing"
2022,Genome Assembly and Annotation,Science and medicine,Providing freely accessible genomic data,https://www.ebi.ac.uk/,6,https://summerofcode.withgoogle.com/archive/2022/organizations/genome-assembly-and-annotation/,helpdesk@ensembl.org,,,,,"machine learning, genomics, big data, cloud, hpc","python, mysql, docker, pytorch, nextflow"
2022,Gentoo Foundation,Operating systems,"A flexible, source-based Linux distribution.",https://www.gentoo.org/,4,https://summerofcode.withgoogle.com/archive/2022/organizations/gentoo-foundation/,,mailto:gentoo-soc@lists.gentoo.org ,https://web.libera.chat/?channels=#gentoo-soc,,,"operating systems, security, embedded, init, package","c, python, shell, linux, bash"
2022,GeomScale,Science and medicine,Scalable geometric and statistical software,https://geomscale.github.io,6,https://summerofcode.withgoogle.com/archive/2022/organizations/geomscale/,geomscale@gmail.com,https://groups.google.com/g/geomscale-gsoc,https://gitter.im/GeomScale/community?utm_source=share-link&utm_medium=link&utm_campaign=share-link,,,"mathematics, data science, computational biology, computational geometry, statistics","python, c++, r, jupyter, github-actions"
2022,Git,Programming languages,"Fast,Scalable,Distributed revision control system",https://git-scm.com/,2,https://summerofcode.withgoogle.com/archive/2022/organizations/git/,git@vger.kernel.org,https://git-scm.com/community,https://git-scm.com/community,,,"version control, dvcs","shell script, git, c language"
2022,GitLab,Infrastructure and cloud,Everyone can contribute,https://gitlab.com,3,https://summerofcode.withgoogle.com/archive/2022/organizations/gitlab/,contributors@gitlab.com,,https://gitter.im/gitlab/contributors,,,"cloud, devops","javascript, ruby on rails, go, ruby, vue"
2022,Global Alliance for Genomics and Health,Science and medicine,We develop genomics tools to benefit human health,https://ga4gh.org,8,https://summerofcode.withgoogle.com/archive/2022/organizations/global-alliance-for-genomics-and-health/,gsoc@ga4gh.org,,,,,"web, genomics, bioinformatics, genetics, standards","python, postgresql, java, react, rust"
2022,GNOME Foundation,Operating systems,A diverse and sustainable free software desktop.,https://gnome.org,9,https://summerofcode.withgoogle.com/archive/2022/organizations/gnome-foundation/,,https://discourse.gnome.org/,https://wiki.gnome.org/GettingInTouch/IRC,https://twitter.com/gnome,https://foundation.gnome.org/news/,"operating systems, desktop, graphics, open source, apps","c, linux, rust, gtk, Flatpak"
2022,GNSS-SDR,Science and medicine,An open source GNSS software-defined receiver,https://gnss-sdr.org/,3,https://summerofcode.withgoogle.com/archive/2022/organizations/gnss-sdr/,,https://sourceforge.net/projects/gnss-sdr/lists/gnss-sdr-developers,,,,"gnss, geolocation, navigation, software defined radio, communications","c, c++, sdr"
2022,GNU Compiler Collection (GCC),Programming languages,GNU compilers,https://gcc.gnu.org/,3,https://summerofcode.withgoogle.com/archive/2022/organizations/gnu-compiler-collection-gcc/,,https://gcc.gnu.org/mailman/listinfo/gcc,https://gcc-rust.zulipchat.com/login/,,,"compilers, developer tools, toolchain, openmp, link time optimization","c/c++, gnu make, gnu autotools"
2022,GNU Image Manipulation Program,End user applications,GIMP is a cross-platform image editor,https://www.gimp.org/,1,https://summerofcode.withgoogle.com/archive/2022/organizations/gnu-image-manipulation-program/,,,https://www.gimp.org/discuss.html#irc-matrix,,,"graphics, design, photography, illustration","c, GEGL"
2022,GNU Octave,Science and medicine,Free Your Numbers,https://www.octave.org,3,https://summerofcode.withgoogle.com/archive/2022/organizations/gnu-octave/,,https://octave.discourse.group/,,,https://octave.discourse.group/,"mathematics, scientific computing, numerical computation, numerical methods, matlab","c++, hg"
2022,GNU Radio,Science and medicine,The free & open software radio ecosystem,https://www.gnuradio.org,1,https://summerofcode.withgoogle.com/archive/2022/organizations/gnu-radio/,,https://lists.gnu.org/mailman/listinfo/discuss-gnuradio,https://chat.gnuradio.org/#/welcome,,,"real-time, dsp, communications engineering, cybersecurity, Software-Defined Radio","python, c++, qt, simd"
2022,Godot Engine,End user applications,Multi-platform 2D and 3D game engine,https://godotengine.org,3,https://summerofcode.withgoogle.com/archive/2022/organizations/godot-engine/,,https://github.com/godotengine/godot-proposals/,https://chat.godotengine.org,,,"graphics, cross-platform, game engine, game development, programming","opengl, c++, vulkan, webassembly"
2022,GRAME,Programming languages,Domain specific language for audio,https://faust.grame.fr,1,https://summerofcode.withgoogle.com/archive/2022/organizations/grame/,research@grame.fr,https://faust.grame.fr/community/help/,https://faustaudio.slack.com,,https://github.com/grame-cncm/faustideas/wiki,"audio, compiler, digital signal processing, function programming language","c, python, javascript, c++, typescript"
2022,Haiku,Operating systems,Operating system that targets personal computing.,https://www.haiku-os.org,3,https://summerofcode.withgoogle.com/archive/2022/organizations/haiku/,,https://www.haiku-os.org/community/ml,https://www.haiku-os.org/community/irc,,,"desktop, kernel","c++, posix, unix"
2022,Haskell.org,Programming languages,Purely functional programming language,https://haskell.org/,10,https://summerofcode.withgoogle.com/archive/2022/organizations/haskellorg/,committee@haskell.org,https://discourse.haskell.org/,https://www.haskell.org/irc/,,,"compilers, programming languages, functional programming, programming tools","haskell, ghc"
2022,Homebrew,Programming languages,The Missing Package Manager for macOS (or Linux),https://brew.sh,1,https://summerofcode.withgoogle.com/archive/2022/organizations/homebrew/,,https://github.com/Homebrew/discussions/discussions,,,,"linux, package manager, macos","linux, ruby, macos"
2022,INCF,Science and medicine,An open & FAIR neuroscience standards organization,https://www.incf.org,35,https://summerofcode.withgoogle.com/archive/2022/organizations/incf/,gsoc@incf.org,,,https://twitter.com/INCForg,,"machine learning, data visualization, neuroscience, brain modelling, neuroimage processing","python, javascript, java, c++, gpu"
2022,Inkscape,End user applications,Draw freely!,https://inkscape.org,3,https://summerofcode.withgoogle.com/archive/2022/organizations/inkscape/,,https://lists.inkscape.org/postorius/lists/inkscape-devel.lists.inkscape.org/,https://chat.inkscape.org,https://twitter.com/inkscape,,"web, graphics, design","python, c++, svg"
2022,Intel Video and Audio for Linux,Media,We enable Linux Audio and Video for Intel,https://01.org/linuxmedia,2,https://summerofcode.withgoogle.com/archive/2022/organizations/intel-video-and-audio-for-linux/,Focus.Luo@intel.com,,,,,"media, imaging, Codec","c/c++, opengl, Codec, Media, Imaging"
2022,International Catrobat Association,Programming languages,Free visual coding apps for computational thinking,https://www.catrobat.org,11,https://summerofcode.withgoogle.com/archive/2022/organizations/international-catrobat-association/,contact@catrobat.org,https://catrob.at/mailinglist,https://github.com/Catrobat/Catroid#contributing,,,"education, visual programming, mobile programming, game engines, creativity tools","javascript, android, swift, kotlin, php"
2022,Internet Health Report,Science and medicine,Monitoring the Internet,https://ihr.iijlab.net,3,https://summerofcode.withgoogle.com/archive/2022/organizations/internet-health-report/,ihr-admin@iij-ii.co.jp,,,https://twitter.com/ihr_alerts,,"networking, routing, communication, internet, data analytics","python, javascript, apache kafka, VueJS"
2022,IOOS,Science and medicine,"Our eyes on the ocean, coasts, and Great Lakes",https://ioos.noaa.gov/,4,https://summerofcode.withgoogle.com/archive/2022/organizations/ioos/,ocefpaf@gmail.com,,https://gitter.im/ioos,https://twitter.com/usioosgov,,"open data, data science","python, ocean science"
2022,JabRef e.V.,Science and medicine,Open Source bibliography manager,https://www.jabref.org/,1,https://summerofcode.withgoogle.com/archive/2022/organizations/jabref-ev/,,,http://gitter.im/JabRef/jabref,,,"science, library, literature, latex","java, javafx, bibtex"
2022,JBoss Community,Data,Community of projects around JBoss Middleware,http://www.jboss.org/,9,https://summerofcode.withgoogle.com/archive/2022/organizations/jboss-community/,,,https://gitter.im/JBossOutreach/GSoC,,,"iot, cloud, microservices, kubernetes","java, rust, golang"
2022,JdeRobot,Other,Toolkit for developing Robotics applications,http://jderobot.github.io,6,https://summerofcode.withgoogle.com/archive/2022/organizations/jderobot/,jderobot@gmail.com,https://gsyc.urjc.es/cgi-bin/mailman/listinfo/jde-developers,,,,"education, artificial intelligence, robotics, computer vision, developer tools","python, ros, gazebo, opencv, tensorflow"
2022,Jenkins,Programming languages,"Jenkins, build great things at any scale",https://jenkins.io/,4,https://summerofcode.withgoogle.com/archive/2022/organizations/jenkins-wp/,,https://community.jenkins.io/c/contributing/gsoc/6,https://gitter.im/jenkinsci/gsoc-sig,https://www.jenkins.io,,"developer tools, automation, continuous integration, continuous delivery, devops","javascript, java, go, docker, kubernetes"
2022,Jenkins X,Infrastructure and cloud,Accelerate Your Continuous Delivery on Kubernetes,https://jenkins-x.io/,2,https://summerofcode.withgoogle.com/archive/2022/organizations/jenkins-x/,,,https://kubernetes.slack.com/messages/C9LTHT2BB,https://twitter.com/jenkinsxio,,"cloud, CI/CD","golang, kubernetes, gitops"
2022,Jitsi,Media,State-of-the-art video conferencing,https://jitsi.org,6,https://summerofcode.withgoogle.com/archive/2022/organizations/jitsi/,gsoc@jitsi.org,https://community.jitsi.org/,,,,"video conferencing, WebRTC","javascript, java, react, webrtc, react native"
2022,Joomla!,End user applications,The flexible platform empowering website creators.,https://www.joomla.org/,4,https://summerofcode.withgoogle.com/archive/2022/organizations/joomla/,gsoc@joomla.org,https://forms.gle/eiHgWehmWQKE9jBJ7,,https://twitter.com/joomla,,"web, programming languages, web development, web applications, cms","mysql, javascript, html, php, css"
2022,Joplin,End user applications,The open source note taking application,https://joplinapp.org,6,https://summerofcode.withgoogle.com/archive/2022/organizations/joplin/,,https://discourse.joplinapp.org/,https://discord.gg/VSj7AFHvpq,https://twitter.com/joplinapp,,"database, search, synchronisation, note-taking, office","javascript, react, typescript, electron, React-Native"
2022,Kart Project,Data,Distributed version-control for geospatial data,https://kartproject.org,1,https://summerofcode.withgoogle.com/archive/2022/organizations/kart-project/,,https://github.com/koordinates/kart/discussions/categories/google-soc-sod,,https://twitter.com/KartForData,,"version control, gis, data, point clouds, spatial","python, c++, git, gis"
2022,KDE Community,End user applications,International team developing Open Source software,https://kde.org/,6,https://summerofcode.withgoogle.com/archive/2022/organizations/kde-community/,,https://mail.kde.org/mailman/listinfo/kde-devel,https://userbase.kde.org/IRC_Channels,,,"education, science, applications, desktop environment","c++, qt, qml, data structures"
2022,Keptn,Infrastructure and cloud,Event-driven orchestration of cloud-native apps,https://keptn.sh/,3,https://summerofcode.withgoogle.com/archive/2022/organizations/keptn/,,,https://keptn.sh/community/#slack,https://twitter.com/keptnProject,https://keptn.sh/community/newsletter/,"cloud, devops, sre, CloudNative, Operations","golang, kubernetes, angular, Helm"
2022,Kodi,End user applications,The ultimate entertainment center,https://kodi.tv,1,https://summerofcode.withgoogle.com/archive/2022/organizations/kodi/,contact@kodi.tv,https://forum.kodi.tv/,https://web.libera.chat/#kodi,,,"games, audio, video, media, tv","python, opengl, c++, ffmpeg, sqlite"
2022,LEAP Encryption Access Project,End user applications,Privacy should not be a priviledge,https://leap.se,1,https://summerofcode.withgoogle.com/archive/2022/organizations/leap-encryption-access-project/,info@leap.se,leap-discuss@lists.riseup.net,https://web.libera.chat/#leap,,,"privacy, vpn, Circumvention","java, golang, qt5, docker, ansible"
2022,Learning Equality,End user applications,Equity in education to transform lives,https://learningequality.org/,3,https://summerofcode.withgoogle.com/archive/2022/organizations/learning-equality/,gsoc@learningequality.org,,,,,"education, distributed databases, offline, learning","python, javascript, django, vue.js"
2022,libcamera,Media,Provide an open source camera stack for linux,https://libcamera.org,3,https://summerofcode.withgoogle.com/archive/2022/organizations/libcamera/,paul.elder@ideasonboard.com,https://lists.libcamera.org/listinfo/libcamera-devel,https://webchat.oftc.net/?channels=libcamera,,,"camera, image prcessing","c/c++, linux kernel, qt5, gstreamer, v4l2"
2022,LibreCube Initiative,Science and medicine,Open Source Space and Earth Exploration,https://librecube.org,1,https://summerofcode.withgoogle.com/archive/2022/organizations/librecube-initiative/,info@librecube.org,,https://app.element.io/#/room/#librecube.org:matrix.org,,https://fosstodon.org/@librecube,"space, cubesat, mission control, Communication Protocols","python, mongodb, rest, micropython, zmq"
2022,LibreHealth,Science and medicine,Healthcare for Humanity,https://librehealth.io,4,https://summerofcode.withgoogle.com/archive/2022/organizations/librehealth/,,https://forums.librehealth.io,https://chat.librehealth.io,https://twitter.com/LibreHealthIO,,"web, deep learning, hfoss, radiology, mobile apps","python, javascript, android, java, dart/flutter"
2022,LibreOffice,End user applications,LibreOffice is a free and open source office suite,https://www.libreoffice.org/,2,https://summerofcode.withgoogle.com/archive/2022/organizations/libreoffice/,,https://wiki.documentfoundation.org/Development/Mailing_List,https://wiki.documentfoundation.org/Website/IRC,https://twitter.com/libreoffice,,"office suite, desktop application, end user application","python, java, c++"
